Filename,Very Low,Low,Medium,High,Very High,Nil,Very Low_Area,Low_Area,Medium_Area,High_Area,Very High_Area,Nil_Area
Pigeonpea_MALE ECONOMIC_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_MALE ECONOMIC_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_MALE ECONOMIC_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_MALE ECONOMIC_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_MymensinghDIV_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_MymensinghDIV_ZZ_Drought,0,0,25,0,0,0,0,0,12942.353,0,0,0
Pigeonpea_MymensinghDIV_ZZ_Excess rainfall,0,0,0,0,25,0,0,0,0,0,12942.353,0
Pigeonpea_MymensinghDIV_ZZ_Flood,25,0,0,0,0,0,12942.353,0,0,0,0,0
Pigeonpea_MymensinghDIV_ZZ_Number of dry spells,0,0,0,0,0,25,0,0,0,0,0,12942.353
Pigeonpea_NANGARHAR_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NANGARHAR_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NANGARHAR_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NANGARHAR_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NANGARHAR_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Nepal_ZZ_Delayed monsoon,3100,2975,725,0,0,0,740130.94,779812.1,171017.02,0,0,0
Pigeonpea_Nepal_ZZ_Drought,775,2075,3200,2625,100,0,147074.17,416784.9,890423.4,684175.75,46241.28,0
Pigeonpea_Nepal_ZZ_Excess rainfall,25,1350,3125,2600,1675,0,16571.158,396021.97,704425.75,640774.1,426906.56,0
Pigeonpea_Nepal_ZZ_Flood,600,0,0,0,0,8175,111033.06,0,0,0,0,2073666.5
Pigeonpea_Nepal_ZZ_Number of dry spells,4650,3950,175,0,0,0,1341362.9,813826.56,29510.1,0,0,0
Pigeonpea_NIMROZ_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NIMROZ_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NIMROZ_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NIMROZ_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NIMROZ_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH CENTRAL_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH CENTRAL_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH CENTRAL_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH CENTRAL_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH CENTRAL_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_NORTH_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Pakistan_ZZ_Delayed monsoon,75,0,0,0,0,0,49714.176,0,0,0,0,0
Pigeonpea_Pakistan_ZZ_Drought,0,25,0,50,0,0,0,18312.572,0,31401.604,0,0
Pigeonpea_Pakistan_ZZ_Excess rainfall,75,0,0,0,0,0,49714.176,0,0,0,0,0
Pigeonpea_Pakistan_ZZ_Flood,25,0,0,0,0,50,18312.572,0,0,0,0,31401.604
Pigeonpea_Pakistan_ZZ_Number of dry spells,0,0,75,0,0,0,0,0,49714.176,0,0,0
Pigeonpea_PAKTIKA_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTIKA_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTIKA_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTIKA_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTIKA_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTYA_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTYA_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTYA_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTYA_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_PAKTYA_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_RajshahiDIV_ZZ_Delayed monsoon,725,350,0,0,0,0,1069246.6,619855.56,0,0,0,0
Pigeonpea_RajshahiDIV_ZZ_Drought,0,100,350,625,0,0,0,186020.73,532166.3,970915.2,0,0
Pigeonpea_RajshahiDIV_ZZ_Excess rainfall,50,1000,0,0,0,0,28205.996,1654247.4,0,0,0,0
Pigeonpea_RajshahiDIV_ZZ_Flood,875,0,0,0,0,200,1483384.4,0,0,0,0,205717.81
Pigeonpea_RajshahiDIV_ZZ_Number of dry spells,25,0,0,0,0,1050,6648.772,0,0,0,0,1682453.4
Pigeonpea_RangpurDIV_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_RangpurDIV_ZZ_Drought,0,50,0,0,0,0,0,45403.227,0,0,0,0
Pigeonpea_RangpurDIV_ZZ_Excess rainfall,0,0,0,0,50,0,0,0,0,0,45403.227,0
Pigeonpea_RangpurDIV_ZZ_Flood,0,0,0,0,0,50,0,0,0,0,0,45403.227
Pigeonpea_RangpurDIV_ZZ_Number of dry spells,0,0,0,0,0,50,0,0,0,0,0,45403.227
Pigeonpea_SARI PUL_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SARI PUL_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SARI PUL_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SARI PUL_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SARI PUL_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_South Asia_ZZ_Delayed monsoon,708775,205725,55850,1700,0,0,385912830,115491144,27005392,917451.94,0,0
Pigeonpea_South Asia_ZZ_Drought,71225,555000,380625,285675,19625,0,38380028,296410200,207238400,160916270,11334077,0
Pigeonpea_South Asia_ZZ_Excess rainfall,631525,311800,137750,51050,60025,119500,367593730,175885250,72923700,25423436,28436468,43777310
Pigeonpea_South Asia_ZZ_Flood,132050,0,0,0,0,1180100,91753850,0,0,0,0,622525100
Pigeonpea_South Asia_ZZ_Number of dry spells,713375,355100,148300,18900,0,76475,414954430,180097150,69230136,6456350,0,43540924
Pigeonpea_SOUTH CENTRAL_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH CENTRAL_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH CENTRAL_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH CENTRAL_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH CENTRAL_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_SOUTH_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Sri Lanka_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Sri Lanka_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Sri Lanka_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Sri Lanka_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_Sri Lanka_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_ANDAMAN & NICOBAR_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_ANDAMAN & NICOBAR_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_ANDAMAN & NICOBAR_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_ANDAMAN & NICOBAR_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_ANDAMAN & NICOBAR_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_ANDHRA PRADESH_ZZ_Delayed monsoon,27600,23650,8300,275,0,0,7778217,6664804,2122919.5,105566.63,0,0
Pigeonpea_STATE_ANDHRA PRADESH_ZZ_Drought,3400,35525,21475,9825,300,0,779100.1,9551739,6178261,3033164,83250.76,0
Pigeonpea_STATE_ANDHRA PRADESH_ZZ_Excess rainfall,33725,3550,325,25,0,32850,9803528,497705.38,24922.334,2909.8057,0,9295060
Pigeonpea_STATE_ANDHRA PRADESH_ZZ_Flood,1825,0,0,0,0,68700,510867.84,0,0,0,0,19114648
Pigeonpea_STATE_ANDHRA PRADESH_ZZ_Number of dry spells,49950,9675,5800,400,0,4700,14062932,2658338,1762135,92054.59,0,1050056.8
Pigeonpea_STATE_ARUNACHAL PRADESH_ZZ_Delayed monsoon,2925,800,150,0,0,0,352367.2,97840.08,5191.9688,0,0,0
Pigeonpea_STATE_ARUNACHAL PRADESH_ZZ_Drought,100,2225,1100,750,25,0,4113.6543,296878,99008.32,77953.055,754.2117,0
Pigeonpea_STATE_ARUNACHAL PRADESH_ZZ_Excess rainfall,500,375,650,350,2325,0,22419.09,9117.128,48611.598,28710.709,369848.72,0
Pigeonpea_STATE_ARUNACHAL PRADESH_ZZ_Flood,0,0,0,0,0,4200,0,0,0,0,0,478707.25
Pigeonpea_STATE_ARUNACHAL PRADESH_ZZ_Number of dry spells,2375,1375,375,25,0,50,364686.06,104704.48,6529.7256,136.29364,0,2650.622
Pigeonpea_STATE_ASSAM_ZZ_Delayed monsoon,23125,10450,1025,0,0,0,14319325,4758163,607669.94,0,0,0
Pigeonpea_STATE_ASSAM_ZZ_Drought,3350,20125,8850,5575,150,0,1926375.2,12006910,5542572,2962939.5,18137.03,0
Pigeonpea_STATE_ASSAM_ZZ_Excess rainfall,1150,4850,7850,6875,17325,0,119047.86,1000767.8,4816982,4585210,11934926,0
Pigeonpea_STATE_ASSAM_ZZ_Flood,3125,0,0,0,0,34925,1340347.5,0,0,0,0,21116586
Pigeonpea_STATE_ASSAM_ZZ_Number of dry spells,20450,0,0,0,0,17600,11623770,0,0,0,0,10833164
Pigeonpea_STATE_BALOCHISTAN_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_BALOCHISTAN_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_BALOCHISTAN_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_BALOCHISTAN_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_BALOCHISTAN_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_BIHAR_ZZ_Delayed monsoon,16100,15300,2700,25,0,0,25822196,25256866,4074174.5,21508.78,0,0
Pigeonpea_STATE_BIHAR_ZZ_Drought,4550,22825,7750,2550,0,0,7660751,36855988,12621336,4126618.8,0,0
Pigeonpea_STATE_BIHAR_ZZ_Excess rainfall,24175,10675,2475,350,0,0,37462344,19429368,4063351.8,309629.66,0,0
Pigeonpea_STATE_BIHAR_ZZ_Flood,12575,0,0,0,0,25100,19120048,0,0,0,0,42144650
Pigeonpea_STATE_BIHAR_ZZ_Number of dry spells,37150,0,0,0,0,525,60675850,0,0,0,0,588846.06
Pigeonpea_STATE_CENTRAL PROVINCE_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CENTRAL PROVINCE_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CENTRAL PROVINCE_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CENTRAL PROVINCE_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CENTRAL PROVINCE_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CHANDIGARH_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CHANDIGARH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CHANDIGARH_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CHANDIGARH_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CHANDIGARH_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_CHHATTISGARH_ZZ_Delayed monsoon,52225,3650,650,0,0,0,21327284,558045.44,148925.77,0,0,0
Pigeonpea_STATE_CHHATTISGARH_ZZ_Drought,5875,36425,12600,4000,0,0,2143646.5,15229052,4307547.5,1072247.2,0,0
Pigeonpea_STATE_CHHATTISGARH_ZZ_Excess rainfall,7125,46875,4500,375,25,0,1656966.9,19425420,1498198.8,170320.28,1588.8335,0
Pigeonpea_STATE_CHHATTISGARH_ZZ_Flood,1050,0,0,0,0,57850,300672.7,0,0,0,0,22451820
Pigeonpea_STATE_CHHATTISGARH_ZZ_Number of dry spells,56775,0,0,0,0,2125,22380820,0,0,0,0,371673.16
Pigeonpea_STATE_DADRA & NAGAR HAVELI_ZZ_Delayed monsoon,100,0,0,0,0,0,104329.87,0,0,0,0,0
Pigeonpea_STATE_DADRA & NAGAR HAVELI_ZZ_Drought,0,0,0,325,0,0,0,0,0,294914.5,0,0
Pigeonpea_STATE_DADRA & NAGAR HAVELI_ZZ_Excess rainfall,0,0,0,0,325,0,0,0,0,0,294914.5,0
Pigeonpea_STATE_DADRA & NAGAR HAVELI_ZZ_Flood,0,0,0,0,0,325,0,0,0,0,0,294914.5
Pigeonpea_STATE_DADRA & NAGAR HAVELI_ZZ_Number of dry spells,0,0,325,0,0,0,0,0,294914.5,0,0,0
Pigeonpea_STATE_DAMAN & DIU_ZZ_Delayed monsoon,100,0,0,0,0,0,104329.87,0,0,0,0,0
Pigeonpea_STATE_DAMAN & DIU_ZZ_Drought,0,0,0,325,0,0,0,0,0,294914.5,0,0
Pigeonpea_STATE_DAMAN & DIU_ZZ_Excess rainfall,0,0,0,0,325,0,0,0,0,0,294914.5,0
Pigeonpea_STATE_DAMAN & DIU_ZZ_Flood,0,0,0,0,0,325,0,0,0,0,0,294914.5
Pigeonpea_STATE_DAMAN & DIU_ZZ_Number of dry spells,0,0,325,0,0,0,0,0,294914.5,0,0,0
Pigeonpea_STATE_DELHI_ZZ_Delayed monsoon,25,75,0,0,0,0,13708.18,73465.55,0,0,0,0
Pigeonpea_STATE_DELHI_ZZ_Drought,0,25,50,25,0,0,0,19769.35,46512.04,20892.336,0,0
Pigeonpea_STATE_DELHI_ZZ_Excess rainfall,75,25,0,0,0,0,66281.39,20892.336,0,0,0,0
Pigeonpea_STATE_DELHI_ZZ_Flood,0,0,0,0,0,100,0,0,0,0,0,87173.73
Pigeonpea_STATE_DELHI_ZZ_Number of dry spells,0,100,0,0,0,0,0,87173.73,0,0,0,0
Pigeonpea_STATE_EASTERN PROVINCE_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_EASTERN PROVINCE_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_EASTERN PROVINCE_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_EASTERN PROVINCE_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_EASTERN PROVINCE_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_GOA_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_GOA_ZZ_Drought,0,0,25,0,0,0,0,0,2168.984,0,0,0
Pigeonpea_STATE_GOA_ZZ_Excess rainfall,0,0,0,0,25,0,0,0,0,0,2168.984,0
Pigeonpea_STATE_GOA_ZZ_Flood,0,0,0,0,0,25,0,0,0,0,0,2168.984
Pigeonpea_STATE_GOA_ZZ_Number of dry spells,0,25,0,0,0,0,0,2168.984,0,0,0,0
Pigeonpea_STATE_GUJARAT_ZZ_Delayed monsoon,25175,25,0,0,0,0,11362874,5201.102,0,0,0,0
Pigeonpea_STATE_GUJARAT_ZZ_Drought,700,20750,17375,20575,1550,0,341899.7,7764251,8601062,11173642,617504.6,0
Pigeonpea_STATE_GUJARAT_ZZ_Excess rainfall,2825,18125,18425,15750,5550,0,1055712.1,6075296.5,9923126,7581678.5,3688508,0
Pigeonpea_STATE_GUJARAT_ZZ_Flood,3975,0,0,0,0,56975,1471396.2,0,0,0,0,27026964
Pigeonpea_STATE_GUJARAT_ZZ_Number of dry spells,0,18325,32225,10400,0,0,0,10224438,15193976,3079946.2,0,0
Pigeonpea_STATE_HARYANA_ZZ_Delayed monsoon,7600,1400,325,50,0,0,5327530,996419.6,335416.5,35038.902,0,0
Pigeonpea_STATE_HARYANA_ZZ_Drought,175,3025,4200,3750,175,0,121985.375,2335003.8,3097179,2855103,83454.56,0
Pigeonpea_STATE_HARYANA_ZZ_Excess rainfall,10750,450,0,75,0,50,8039833.5,427905.22,0,13976.408,0,11010.179
Pigeonpea_STATE_HARYANA_ZZ_Flood,3275,0,0,0,0,8050,2393440,0,0,0,0,6099285
Pigeonpea_STATE_HARYANA_ZZ_Number of dry spells,0,4400,6775,150,0,0,0,3820997.2,4584741,86986.766,0,0
Pigeonpea_STATE_HIMACHAL PRADESH_ZZ_Delayed monsoon,175,25,0,0,0,0,49710.156,11596.342,0,0,0,0
Pigeonpea_STATE_HIMACHAL PRADESH_ZZ_Drought,0,0,0,0,225,0,0,0,0,0,69588.9,0
Pigeonpea_STATE_HIMACHAL PRADESH_ZZ_Excess rainfall,0,0,25,175,25,0,0,0,538.6381,56530.395,12519.873,0
Pigeonpea_STATE_HIMACHAL PRADESH_ZZ_Flood,25,0,0,0,0,200,8282.4,0,0,0,0,61306.5
Pigeonpea_STATE_HIMACHAL PRADESH_ZZ_Number of dry spells,0,25,175,25,0,0,0,12265.196,56785.066,538.6381,0,0
Pigeonpea_STATE_JAMMU & KASHMIR_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_JAMMU & KASHMIR_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_JAMMU & KASHMIR_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_JAMMU & KASHMIR_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_JAMMU & KASHMIR_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_JHARKHAND_ZZ_Delayed monsoon,34050,16425,8750,175,0,0,17023980,8958370,5649474,63749.95,0,0
Pigeonpea_STATE_JHARKHAND_ZZ_Drought,9525,36775,16975,5350,0,0,5354709,18586358,10796851,2842756.8,0,0
Pigeonpea_STATE_JHARKHAND_ZZ_Excess rainfall,64300,4325,0,0,0,0,34742320,2838353,0,0,0,0
Pigeonpea_STATE_JHARKHAND_ZZ_Flood,24725,0,0,0,0,43900,15847452,0,0,0,0,21733224
Pigeonpea_STATE_JHARKHAND_ZZ_Number of dry spells,46475,0,0,0,0,22150,24874052,0,0,0,0,12706622
Pigeonpea_STATE_KARNATAKA_ZZ_Delayed monsoon,49875,44750,13875,600,0,0,20189578,16826876,4295695,184046.47,0,0
Pigeonpea_STATE_KARNATAKA_ZZ_Drought,3600,54925,43550,31150,325,0,1664666.1,21672948,16242084,10829822,95125.62,0
Pigeonpea_STATE_KARNATAKA_ZZ_Excess rainfall,59275,2525,1275,1000,4775,64700,24798094,1246364.8,531947.25,372875.9,934756.56,22620608
Pigeonpea_STATE_KARNATAKA_ZZ_Flood,1825,0,0,0,0,131725,579209,0,0,0,0,49925440
Pigeonpea_STATE_KARNATAKA_ZZ_Number of dry spells,36525,56600,36750,3675,0,0,14800600,21006152,13503928,1193968.2,0,0
Pigeonpea_STATE_KERALA_ZZ_Delayed monsoon,800,75,0,0,0,0,625413.1,5840.8164,0,0,0,0
Pigeonpea_STATE_KERALA_ZZ_Drought,0,1125,325,75,0,0,0,767006.7,226099.03,50514.965,0,0
Pigeonpea_STATE_KERALA_ZZ_Excess rainfall,125,100,225,150,925,0,90072.75,40812.832,48829.95,52142.55,811762.7,0
Pigeonpea_STATE_KERALA_ZZ_Flood,25,0,0,0,0,1500,46092.277,0,0,0,0,997528.5
Pigeonpea_STATE_KERALA_ZZ_Number of dry spells,1525,0,0,0,0,0,1043620.8,0,0,0,0,0
Pigeonpea_STATE_KHYBER PAKHTUNKHWA_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_KHYBER PAKHTUNKHWA_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_KHYBER PAKHTUNKHWA_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_KHYBER PAKHTUNKHWA_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_KHYBER PAKHTUNKHWA_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LADAKH_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LADAKH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LADAKH_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LADAKH_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LADAKH_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LAKSHADWEEP_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LAKSHADWEEP_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LAKSHADWEEP_ZZ_Excess rainfall,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LAKSHADWEEP_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_LAKSHADWEEP_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Pigeonpea_STATE_MADHYA PRADESH_ZZ_Delayed monsoon,155425,100,0,0,0,0,53162144,92762.1,0,0,0,0
Pigeonpea_STATE_MADHYA PRADESH_ZZ_Drought,12525,83000,66825,51900,1100,0,5270868,27074930,21614940,17813570,368241.72,0
Pigeonpea_STATE_MADHYA PRADESH_ZZ_Excess rainfall,52775,91000,59625,8000,3950,0,22040968,29443930,18128270,1896059.1,633324.7,0
Pigeonpea_STATE_MADHYA PRADESH_ZZ_Flood,20575,0,0,0,0,194775,7363375,0,0,0,0,64779176
Pigeonpea_STATE_MADHYA PRADESH_ZZ_Number of dry spells,141050,74275,25,0,0,0,43653750,28480512,8289.006,0,0,0
Pigeonpea_STATE_MAHARASHTRA_ZZ_Delayed monsoon,122325,21275,7250,25,0,0,44780710,8794674,3191828.5,19121.8,0,0
Pigeonpea_STATE_MAHARASHTRA_ZZ_Drought,8700,89075,58425,45525,2425,0,3597746.8,34130790,21761688,17953856,1157636.2,0
Pigeonpea_STATE_MAHARASHTRA_ZZ_Excess rainfall,140000,42875,8300,2425,5050,5500,56847440,13624475,3212821,944965.06,2139395.5,1832621.1
Pigeonpea_STATE_MAHARASHTRA_ZZ_Flood,8525,0,0,0,0,195625,3294030,0,0,0,0,75307690
Pigeonpea_STATE_MAHARASHTRA_ZZ_Number of dry spells,73450,102425,28275,0,0,0,24369320,41991264,12241130,0,0,0
Pigeonpea_STATE_MANIPUR_ZZ_Delayed monsoon,1600,775,0,0,0,0,1042009.4,238182.7,0,0,0,0
Pigeonpea_STATE_MANIPUR_ZZ_Drought,0,450,900,950,75,0,0,81614.17,457433.84,666622.7,74521.36,0
Pigeonpea_STATE_MANIPUR_ZZ_Excess rainfall,2075,250,0,0,50,0,1214956.2,61173.02,0,0,4062.7646,0
Pigeonpea_STATE_MANIPUR_ZZ_Flood,375,0,0,0,0,2000,154669.38,0,0,0,0,1125522.8
Pigeonpea_STATE_MANIPUR_ZZ_Number of dry spells,2350,0,0,0,0,25,1277820.2,0,0,0,0,2371.8357
Pigeonpea_STATE_MEGHALAYA_ZZ_Delayed monsoon,2725,400,200,0,0,0,672288.7,89699.64,37321.9,0,0,0
Pigeonpea_STATE_MEGHALAYA_ZZ_Drought,0,1225,1375,2150,100,0,0,272059.62,298808.53,480186.03,26795.691,0
Pigeonpea_STATE_MEGHALAYA_ZZ_Excess rainfall,0,0,50,475,4325,0,0,0,33813.953,103996.25,940039.6,0
Pigeonpea_STATE_MEGHALAYA_ZZ_Flood,3050,0,0,0,0,1800,692354.9,0,0,0,0,385494.94
Pigeonpea_STATE_MEGHALAYA_ZZ_Number of dry spells,600,0,0,0,0,4250,134857.23,0,0,0,0,942992.6
Pigeonpea_STATE_MIZORAM_ZZ_Delayed monsoon,1425,775,0,0,0,0,97077.17,89164.336,0,0,0,0
