Filename,Very Low,Low,Medium,High,Very High,Nil,Very Low_Area,Low_Area,Medium_Area,High_Area,Very High_Area,Nil_Area
Groundnut_STATE_ASSAM_ZZ_Drought,0,300,0,100,25,0,0,177393.72,0,15523.113,7843.1235,0
Groundnut_STATE_ASSAM_ZZ_Excess rain and waterlogging,0,0,150,25,250,0,0,0,34150.56,8256.984,158352.4,0
Groundnut_STATE_ASSAM_ZZ_Flood,25,0,0,0,0,400,14266.186,0,0,0,0,186493.77
Groundnut_STATE_ASSAM_ZZ_Heat stress,0,100,75,50,175,25,0,14806.129,27890.906,42565.008,114611.07,886.83813
Groundnut_STATE_ASSAM_ZZ_High temperature induced pollen sterility,250,50,100,0,0,25,124066.44,9269.188,66537.484,0,0,886.83813
Groundnut_STATE_ASSAM_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,425,0,0,0,0,0,200759.95
Groundnut_STATE_ASSAM_ZZ_Number of dry spells,300,0,0,0,0,125,84936.83,0,0,0,0,115823.125
Groundnut_STATE_BALOCHISTAN_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BALOCHISTAN_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_BIHAR_ZZ_Delayed monsoon,1650,500,25,0,0,0,2536259.5,651895.75,16717.066,0,0,0
Groundnut_STATE_BIHAR_ZZ_Drought,175,1800,225,125,0,0,192793.95,2723033.2,300794.9,129967.44,0,0
Groundnut_STATE_BIHAR_ZZ_Excess rain and waterlogging,1925,50,275,75,0,0,2819393.8,62018.83,405554.94,59622.203,0,0
Groundnut_STATE_BIHAR_ZZ_Flood,1525,0,0,0,0,800,2266099.5,0,0,0,0,1080490.2
Groundnut_STATE_BIHAR_ZZ_Heat stress,0,0,0,0,2325,0,0,0,0,0,3346589.8,0
Groundnut_STATE_BIHAR_ZZ_High temperature induced pollen sterility,125,200,950,750,300,0,68797.96,139812.19,1429239.4,1281322.6,427417.47,0
Groundnut_STATE_BIHAR_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,2325,0,0,0,0,0,3346589.8
Groundnut_STATE_BIHAR_ZZ_Number of dry spells,2325,0,0,0,0,0,3346589.8,0,0,0,0,0
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Delayed monsoon,225,125,75,0,0,0,39375.92,54415.02,30082.354,0,0,0
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Drought,0,350,150,0,0,0,0,114181.72,68918.97,0,0,0
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Excess rain and waterlogging,0,300,200,0,0,0,0,136404.45,46696.25,0,0,0
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Flood,125,0,0,0,0,375,37773.56,0,0,0,0,145327.12
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Heat stress,350,100,0,0,0,50,124722.63,10901.434,0,0,0,47476.617
Groundnut_STATE_CENTRAL PROVINCE_ZZ_High temperature induced pollen sterility,0,0,0,0,0,500,0,0,0,0,0,183100.7
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Low temperature induced pollen sterility,75,25,0,0,0,400,54429.55,22143.092,0,0,0,106528.05
Groundnut_STATE_CENTRAL PROVINCE_ZZ_Number of dry spells,25,325,150,0,0,0,22143.092,128649.484,32308.107,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHANDIGARH_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_CHHATTISGARH_ZZ_Delayed monsoon,33175,500,0,0,0,0,13192630,125505.45,0,0,0,0
Groundnut_STATE_CHHATTISGARH_ZZ_Drought,3800,21450,7300,1950,0,0,1570403.4,9099424,2395433.8,496803.66,0,0
Groundnut_STATE_CHHATTISGARH_ZZ_Excess rain and waterlogging,6800,24525,2875,300,0,0,1511475.5,10736519,1158244.2,155826.08,0,0
Groundnut_STATE_CHHATTISGARH_ZZ_Flood,800,0,0,0,0,33700,219229.75,0,0,0,0,13342834
Groundnut_STATE_CHHATTISGARH_ZZ_Heat stress,625,5475,6200,4875,17325,0,128393.766,1387471.5,1741283.9,1559673.8,8745242,0
Groundnut_STATE_CHHATTISGARH_ZZ_High temperature induced pollen sterility,27300,50,0,0,0,7150,11599460,9389.535,0,0,0,1953215
Groundnut_STATE_CHHATTISGARH_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,34500,0,0,0,0,0,13562065
Groundnut_STATE_CHHATTISGARH_ZZ_Number of dry spells,34200,0,0,0,0,300,13429564,0,0,0,0,132499.62
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Drought,0,0,0,25,0,0,0,0,0,10302.203,0,0
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Excess rain and waterlogging,0,0,0,0,25,0,0,0,0,0,10302.203,0
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Flood,0,0,0,0,0,25,0,0,0,0,0,10302.203
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Heat stress,0,0,25,0,0,0,0,0,10302.203,0,0,0
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_High temperature induced pollen sterility,0,0,0,0,0,25,0,0,0,0,0,10302.203
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,25,0,0,0,0,0,10302.203
Groundnut_STATE_DADRA & NAGAR HAVELI_ZZ_Number of dry spells,0,0,25,0,0,0,0,0,10302.203,0,0,0
Groundnut_STATE_DAMAN & DIU_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DAMAN & DIU_ZZ_Drought,0,0,0,25,0,0,0,0,0,10302.203,0,0
Groundnut_STATE_DAMAN & DIU_ZZ_Excess rain and waterlogging,0,0,0,0,25,0,0,0,0,0,10302.203,0
Groundnut_STATE_DAMAN & DIU_ZZ_Flood,0,0,0,0,0,25,0,0,0,0,0,10302.203
Groundnut_STATE_DAMAN & DIU_ZZ_Heat stress,0,0,25,0,0,0,0,0,10302.203,0,0,0
Groundnut_STATE_DAMAN & DIU_ZZ_High temperature induced pollen sterility,0,0,0,0,0,25,0,0,0,0,0,10302.203
Groundnut_STATE_DAMAN & DIU_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,25,0,0,0,0,0,10302.203
Groundnut_STATE_DAMAN & DIU_ZZ_Number of dry spells,0,0,25,0,0,0,0,0,10302.203,0,0,0
Groundnut_STATE_DELHI_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_DELHI_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_EASTERN PROVINCE_ZZ_Delayed monsoon,1800,2400,375,0,0,0,203652.98,295675.56,16606.254,0,0,0
Groundnut_STATE_EASTERN PROVINCE_ZZ_Drought,175,2075,1900,625,0,0,36890.887,234648.81,220647.33,75195.4,0,0
Groundnut_STATE_EASTERN PROVINCE_ZZ_Excess rain and waterlogging,0,25,1225,3175,350,0,0,0,97186.84,372121.9,98073.664,0
Groundnut_STATE_EASTERN PROVINCE_ZZ_Flood,0,0,0,0,0,4775,0,0,0,0,0,567382.4
Groundnut_STATE_EASTERN PROVINCE_ZZ_Heat stress,1475,1550,1275,300,175,0,164150.97,218671.75,162817.89,14251.469,7490.299,0
Groundnut_STATE_EASTERN PROVINCE_ZZ_High temperature induced pollen sterility,700,0,0,0,0,4075,49437.06,0,0,0,0,517945.3
Groundnut_STATE_EASTERN PROVINCE_ZZ_Low temperature induced pollen sterility,350,0,0,0,0,4425,19833.297,0,0,0,0,547549.1
Groundnut_STATE_EASTERN PROVINCE_ZZ_Number of dry spells,0,1175,2425,1000,175,0,0,97042.23,218516.11,227354.16,24469.918,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_FEDERAL CAPITAL TERRITORY_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_GOA_ZZ_Delayed monsoon,50,350,925,0,0,0,58947.11,332904.25,327353.88,0,0,0
Groundnut_STATE_GOA_ZZ_Drought,0,800,250,300,0,0,0,368771.88,123578.87,229023.5,0,0
Groundnut_STATE_GOA_ZZ_Excess rain and waterlogging,0,0,0,0,1225,0,0,0,0,0,584968.8,0
Groundnut_STATE_GOA_ZZ_Flood,25,0,0,0,0,1325,43269.33,0,0,0,0,678104.9
Groundnut_STATE_GOA_ZZ_Heat stress,1225,0,0,0,0,0,584968.8,0,0,0,0,0
Groundnut_STATE_GOA_ZZ_High temperature induced pollen sterility,0,0,0,0,0,1225,0,0,0,0,0,584968.8
Groundnut_STATE_GOA_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,1225,0,0,0,0,0,584968.8
Groundnut_STATE_GOA_ZZ_Number of dry spells,0,875,475,0,0,0,0,386298.7,335075.53,0,0,0
Groundnut_STATE_GUJARAT_ZZ_Delayed monsoon,39325,25,375,0,0,0,14145864,5201.102,34591.637,0,0,0
Groundnut_STATE_GUJARAT_ZZ_Drought,1425,43125,21000,17225,1275,0,614070.5,13395716,9076864,8815860,498731.88,0
Groundnut_STATE_GUJARAT_ZZ_Excess rain and waterlogging,14400,33500,19800,12175,3325,0,3196855,11005044,9924608,6138283,1732954.6,0
Groundnut_STATE_GUJARAT_ZZ_Flood,10575,0,0,0,0,73475,3078496.8,0,0,0,0,29322746
Groundnut_STATE_GUJARAT_ZZ_Heat stress,1700,5150,3600,4525,68225,0,343967.34,1698512.5,1132290.9,1334222.5,27488750,0
Groundnut_STATE_GUJARAT_ZZ_High temperature induced pollen sterility,46250,13350,6650,5375,3400,8175,18573822,6118157,2693903.2,1409267.8,780086.1,2422507.5
Groundnut_STATE_GUJARAT_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,83200,0,0,0,0,0,31997746
Groundnut_STATE_GUJARAT_ZZ_Number of dry spells,0,13875,47500,22675,0,0,0,8065511,18384432,5951298,0,0
Groundnut_STATE_HARYANA_ZZ_Delayed monsoon,525,275,50,0,0,0,270022.53,131112.48,21232.924,0,0,0
Groundnut_STATE_HARYANA_ZZ_Drought,0,450,400,150,0,0,0,230202,217365.12,65045.945,0,0
Groundnut_STATE_HARYANA_ZZ_Excess rain and waterlogging,1000,0,0,0,0,0,512613.06,0,0,0,0,0
Groundnut_STATE_HARYANA_ZZ_Flood,150,0,0,0,0,850,78542.7,0,0,0,0,434070.38
Groundnut_STATE_HARYANA_ZZ_Heat stress,0,0,0,0,1000,0,0,0,0,0,512613.06,0
Groundnut_STATE_HARYANA_ZZ_High temperature induced pollen sterility,0,0,50,225,725,0,0,0,20153.379,138828.48,353631.2,0
Groundnut_STATE_HARYANA_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,1000,0,0,0,0,0,512613.06
Groundnut_STATE_HARYANA_ZZ_Number of dry spells,0,325,450,225,0,0,0,233426.39,184040.38,95146.33,0,0
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Delayed monsoon,100,0,0,0,0,0,30090.576,0,0,0,0,0
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Drought,0,0,0,25,275,0,0,0,0,2083.7673,65108.336,0
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Excess rain and waterlogging,250,0,0,25,25,0,46772.566,0,0,13947.421,6472.119,0
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Flood,25,0,0,0,0,275,13947.421,0,0,0,0,53244.688
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Heat stress,175,0,0,0,25,100,43046.22,0,0,0,13947.421,10198.469
Groundnut_STATE_HIMACHAL PRADESH_ZZ_High temperature induced pollen sterility,75,0,0,0,25,200,17418.477,0,0,0,13947.421,35826.21
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Low temperature induced pollen sterility,150,50,0,25,25,50,35649.484,5397.6904,0,2083.7673,3641.6235,20419.54
Groundnut_STATE_HIMACHAL PRADESH_ZZ_Number of dry spells,0,0,75,225,0,0,0,0,29677.736,37514.37,0,0
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Drought,25,75,0,0,0,0,13452.407,63106.11,0,0,0,0
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Excess rain and waterlogging,25,75,0,0,0,0,15419.783,61138.734,0,0,0,0
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Flood,0,0,0,0,0,100,0,0,0,0,0,76558.516
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Heat stress,0,0,0,0,100,0,0,0,0,0,76558.516,0
Groundnut_STATE_JAMMU & KASHMIR_ZZ_High temperature induced pollen sterility,0,0,0,0,100,0,0,0,0,0,76558.516,0
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,100,0,0,0,0,0,76558.516
Groundnut_STATE_JAMMU & KASHMIR_ZZ_Number of dry spells,0,0,100,0,0,0,0,0,76558.516,0,0,0
Groundnut_STATE_JHARKHAND_ZZ_Delayed monsoon,32275,12025,5025,175,0,0,16044929,6715663.5,3417948,47161.33,0,0
Groundnut_STATE_JHARKHAND_ZZ_Drought,9225,31275,12775,3125,0,0,5104905.5,15559338,8135636,1708584,0,0
Groundnut_STATE_JHARKHAND_ZZ_Excess rain and waterlogging,53700,2700,0,0,0,0,29171532,1336930.6,0,0,0,0
Groundnut_STATE_JHARKHAND_ZZ_Flood,20700,0,0,0,0,35700,12680370,0,0,0,0,17828094
Groundnut_STATE_JHARKHAND_ZZ_Heat stress,75,3800,11525,6975,34025,0,10016.878,1299820.5,5168491,2663836.5,21366298,0
Groundnut_STATE_JHARKHAND_ZZ_High temperature induced pollen sterility,34500,8475,1925,0,0,11500,18463578,5204553,2161675,0,0,4678657.5
Groundnut_STATE_JHARKHAND_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,56400,0,0,0,0,0,30508464
Groundnut_STATE_JHARKHAND_ZZ_Number of dry spells,38650,0,0,0,0,17750,20100348,0,0,0,0,10408116
Groundnut_STATE_KARNATAKA_ZZ_Delayed monsoon,49250,44600,19250,1900,0,0,19553332,16508208,5289647,494598.4,0,0
Groundnut_STATE_KARNATAKA_ZZ_Drought,3625,56925,47800,36600,375,0,1646919.6,21554058,16963772,12579168,105303.016,0
Groundnut_STATE_KARNATAKA_ZZ_Excess rain and waterlogging,55125,3025,1575,1400,18950,64800,22998660,1499445,607647.2,471232.22,4172717,22654210
Groundnut_STATE_KARNATAKA_ZZ_Flood,2050,0,0,0,0,143275,698211.1,0,0,0,0,52151010
Groundnut_STATE_KARNATAKA_ZZ_Heat stress,81300,9750,4625,3825,32875,12500,31886900,3191792,1571827.6,1275974.8,11162526,3314890.5
Groundnut_STATE_KARNATAKA_ZZ_High temperature induced pollen sterility,29775,14375,5825,700,0,94200,9737310,4988957.5,1932647.1,243563.9,0,35501430
Groundnut_STATE_KARNATAKA_ZZ_Low temperature induced pollen sterility,950,0,0,0,0,143925,217816.81,0,0,0,0,52186096
Groundnut_STATE_KARNATAKA_ZZ_Number of dry spells,32600,71075,37975,3675,0,0,13119584,24684592,13851076,1193968.2,0,0
Groundnut_STATE_KERALA_ZZ_Delayed monsoon,425,50,0,0,0,0,124205.65,4137.4556,0,0,0,0
Groundnut_STATE_KERALA_ZZ_Drought,0,700,200,50,0,0,0,247980.12,29296.945,26058.451,0,0
Groundnut_STATE_KERALA_ZZ_Excess rain and waterlogging,50,100,225,150,425,0,44974.6,40812.832,48829.95,52142.55,116575.59,0
Groundnut_STATE_KERALA_ZZ_Flood,0,0,0,0,0,950,0,0,0,0,0,303335.53
Groundnut_STATE_KERALA_ZZ_Heat stress,300,0,0,0,0,650,184639.45,0,0,0,0,118696.07
Groundnut_STATE_KERALA_ZZ_High temperature induced pollen sterility,0,0,0,0,0,950,0,0,0,0,0,303335.53
Groundnut_STATE_KERALA_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,950,0,0,0,0,0,303335.53
Groundnut_STATE_KERALA_ZZ_Number of dry spells,925,25,0,0,0,0,300129.22,3206.3447,0,0,0,0
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Delayed monsoon,500,75,0,0,0,0,277602.8,16590.924,0,0,0,0
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Drought,3350,12225,2050,700,0,100,3006781,9718398,1830831.9,825423.56,0,52384.11
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Excess rain and waterlogging,14675,375,0,0,0,3375,12333802,304331.4,0,0,0,2795684.8
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Flood,1250,0,0,0,0,17175,1056162.5,0,0,0,0,14377655
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Heat stress,1850,775,875,1200,13700,25,1156174.6,596714.4,729418.44,1424767.2,11496774,29969.977
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_High temperature induced pollen sterility,3800,475,325,275,11300,2250,4450312.5,328871.3,326949.28,166224.25,8569018,1592442.5
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Low temperature induced pollen sterility,875,325,125,225,5675,11200,598958.06,292600,87732.4,193717.9,5813273,8447537
Groundnut_STATE_KHYBER PAKHTUNKHWA_ZZ_Number of dry spells,0,0,1925,12175,4325,0,0,0,1960572,9032356,4440890,0
Groundnut_STATE_LADAKH_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LADAKH_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_LAKSHADWEEP_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MADHYA PRADESH_ZZ_Delayed monsoon,23250,25,0,0,0,0,8242590,12871.486,0,0,0,0
Groundnut_STATE_MADHYA PRADESH_ZZ_Drought,3000,12375,9275,7350,1300,0,1284750.2,4348710.5,2898160.5,2160272,358990.25,0
Groundnut_STATE_MADHYA PRADESH_ZZ_Excess rain and waterlogging,21250,7575,4450,25,0,0,6733975,2462643.5,1848129.1,6136.4834,0,0
Groundnut_STATE_MADHYA PRADESH_ZZ_Flood,2975,0,0,0,0,30325,966264.7,0,0,0,0,10084619
Groundnut_STATE_MADHYA PRADESH_ZZ_Heat stress,0,575,3625,3425,25675,0,0,120405.22,883014.56,1200197.8,8847266,0
Groundnut_STATE_MADHYA PRADESH_ZZ_High temperature induced pollen sterility,25350,3600,900,500,75,2875,8998721,950836.5,247406.83,126273.39,25693.154,701952.75
Groundnut_STATE_MADHYA PRADESH_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,33300,0,0,0,0,0,11050884
Groundnut_STATE_MADHYA PRADESH_ZZ_Number of dry spells,10350,22950,0,0,0,0,3615334.5,7435550,0,0,0,0
Groundnut_STATE_MAHARASHTRA_ZZ_Delayed monsoon,106750,26150,11250,125,0,0,40553190,10357499,4396088.5,38774.934,0,0
Groundnut_STATE_MAHARASHTRA_ZZ_Drought,7375,86725,56450,43800,2725,0,2964295.2,33678536,21627036,17568962,1250227.8,0
Groundnut_STATE_MAHARASHTRA_ZZ_Excess rain and waterlogging,140525,29925,5925,2900,11500,6075,57327756,10220860,2544955.5,1217338.6,3628870,2100094
Groundnut_STATE_MAHARASHTRA_ZZ_Flood,7950,0,0,0,0,189125,3059734.8,0,0,0,0,74029330
Groundnut_STATE_MAHARASHTRA_ZZ_Heat stress,39950,15450,20775,27100,93375,200,17330984,6205615.5,7889179,10022271,35521476,70347.67
Groundnut_STATE_MAHARASHTRA_ZZ_High temperature induced pollen sterility,133200,2850,25,0,0,60775,50211024,967667.9,5489.308,0,0,25855696
Groundnut_STATE_MAHARASHTRA_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,196850,0,0,0,0,0,77039880
Groundnut_STATE_MAHARASHTRA_ZZ_Number of dry spells,52400,104275,40400,0,0,0,18281372,42242936,16564748,0,0,0
Groundnut_STATE_MANIPUR_ZZ_Delayed monsoon,4950,5625,0,0,0,0,1338692,654107.75,0,0,0,0
Groundnut_STATE_MANIPUR_ZZ_Drought,25,1950,3650,4700,275,0,703.95825,209784.52,756047,945589.4,81619.6,0
Groundnut_STATE_MANIPUR_ZZ_Excess rain and waterlogging,3300,3725,1625,1175,700,0,1370174.4,465196.22,74538.35,37643.92,45283.203,0
Groundnut_STATE_MANIPUR_ZZ_Flood,725,0,0,0,0,9875,185669.7,0,0,0,0,1808074.9
Groundnut_STATE_MANIPUR_ZZ_Heat stress,4750,575,250,200,150,4600,1406620.5,19744.498,11068.573,13554.444,15320.367,526527.75
Groundnut_STATE_MANIPUR_ZZ_High temperature induced pollen sterility,1975,75,25,0,0,8450,86180.33,2176.8757,9012.832,0,0,1895466
Groundnut_STATE_MANIPUR_ZZ_Low temperature induced pollen sterility,1200,25,0,0,0,9300,60925.445,975.5,0,0,0,1930935.2
Groundnut_STATE_MANIPUR_ZZ_Number of dry spells,9625,0,0,0,0,975,1950543.8,0,0,0,0,43200.6
Groundnut_STATE_MEGHALAYA_ZZ_Delayed monsoon,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_Drought,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_Excess rain and waterlogging,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_Flood,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_Heat stress,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_High temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MEGHALAYA_ZZ_Number of dry spells,0,0,0,0,0,0,0,0,0,0,0,0
Groundnut_STATE_MIZORAM_ZZ_Delayed monsoon,50,0,0,0,0,0,4139.5405,0,0,0,0,0
Groundnut_STATE_MIZORAM_ZZ_Drought,0,0,25,25,0,0,0,0,3266.1416,873.399,0,0
Groundnut_STATE_MIZORAM_ZZ_Excess rain and waterlogging,0,25,0,0,25,0,0,873.399,0,0,3266.1416,0
Groundnut_STATE_MIZORAM_ZZ_Flood,0,0,0,0,0,50,0,0,0,0,0,4139.5405
Groundnut_STATE_MIZORAM_ZZ_Heat stress,25,0,0,25,0,0,873.399,0,0,3266.1416,0,0
Groundnut_STATE_MIZORAM_ZZ_High temperature induced pollen sterility,25,0,0,0,0,25,3266.1416,0,0,0,0,873.399
Groundnut_STATE_MIZORAM_ZZ_Low temperature induced pollen sterility,0,0,0,0,0,50,0,0,0,0,0,4139.5405
Groundnut_STATE_MIZORAM_ZZ_Number of dry spells,25,0,0,0,0,25,873.399,0,0,0,0,3266.1416
Groundnut_STATE_NAGALAND_ZZ_Delayed monsoon,3025,4150,175,0,0,0,420240.44,711703.25,22081.064,0,0,0
Groundnut_STATE_NAGALAND_ZZ_Drought,300,5150,1550,350,0,0,60897.668,865095.75,197970.05,30061.246,0,0
