OBJECTID_1,Country_Co,CN_DT_Code,STATE,D_NAME_1
870,IN,IND_582,BIHAR,Samastipur
871,IN,IND_566,BIHAR,Katihar
872,IN,IND_567,BIHAR,Khagaria
873,IN,IND_558,BIHAR,Bhojpur
874,IN,IND_559,BIHAR,Buxar
875,IN,IND_560,BIHAR,Darbhanga
876,IN,IND_581,BIHAR,Saharsa
877,IN,IND_565,BIHAR,Kaimur (bhabua)
878,IN,IND_580,BIHAR,Rohtas
879,IN,IND_563,BIHAR,Jamui
880,IN,IND_555,BIHAR,Banka
881,IN,IND_575,BIHAR,Nawada
882,IN,IND_561,BIHAR,Gaya
883,IN,IND_572,BIHAR,Munger
884,IN,IND_589,BIHAR,Vaishali
885,IN,IND_556,BIHAR,Begusarai
886,IN,IND_557,BIHAR,Bhagalpur
887,IN,IND_569,BIHAR,Lakhisarai
888,IN,IND_584,BIHAR,Sheikhpura
889,IN,IND_553,BIHAR,Arwal
890,IN,IND_564,BIHAR,Jehanabad
891,IN,IND_574,BIHAR,Nalanda
892,IN,IND_577,BIHAR,Patna
893,IN,IND_583,BIHAR,Saran
894,IN,IND_587,BIHAR,Siwan
895,IN,IND_573,BIHAR,Muzaffarpur
896,IN,IND_570,BIHAR,Madhepura
897,IN,IND_552,BIHAR,Araria
898,IN,IND_588,BIHAR,Supaul
899,IN,IND_571,BIHAR,Madhubani
900,IN,IND_579,BIHAR,Purnia
901,IN,IND_568,BIHAR,Kishanganj
902,IN,IND_554,BIHAR,Aurangabad
903,IN,IND_590,CHANDIGARH,Chandigarh
904,IN,IND_608,CHHATTISGARH,Mahasamund
905,IN,IND_617,CHHATTISGARH,Uttar Bastar Kanker
906,IN,IND_610,CHHATTISGARH,Narayanpur
907,IN,IND_598,CHHATTISGARH,Dakshin Bastar Dantewada
908,IN,IND_595,CHHATTISGARH,Bastar
909,IN,IND_605,CHHATTISGARH,Kondagaon
910,IN,IND_601,CHHATTISGARH,Gariaband
911,IN,IND_612,CHHATTISGARH,Raipur
912,IN,IND_600,CHHATTISGARH,Durg
913,IN,IND_599,CHHATTISGARH,Dhamtari
914,IN,IND_614,CHHATTISGARH,Sukma
915,IN,IND_591,CHHATTISGARH,Balod
916,IN,IND_607,CHHATTISGARH,Koriya
917,IN,IND_603,CHHATTISGARH,Jashpur
918,IN,IND_606,CHHATTISGARH,Korba
919,IN,IND_604,CHHATTISGARH,Kabeerdham
920,IN,IND_602,CHHATTISGARH,Janjgir - Champa
921,IN,IND_594,CHHATTISGARH,Bametara
922,IN,IND_613,CHHATTISGARH,Rajnandgaon
923,IN,IND_615,CHHATTISGARH,Surajpur
924,IN,IND_592,CHHATTISGARH,Baloda Bazar
925,IN,IND_609,CHHATTISGARH,Mungeli
926,IN,IND_616,CHHATTISGARH,Surguja
927,IN,IND_593,CHHATTISGARH,Balrampur
928,IN,IND_596,CHHATTISGARH,Bijapur
929,IN,IND_611,CHHATTISGARH,Raigarh
930,IN,IND_597,CHHATTISGARH,Bilaspur
931,IN,IND_618,DADRA & NAGAR HAVELI,Dadra & Nagar Haveli
932,IN,IND_619,DAMAN & DIU,Daman
933,IN,IND_620,DAMAN & DIU,Diu
934,IN,IND_624,DELHI,North
935,IN,IND_625,DELHI,North East
936,IN,IND_631,DELHI,West
937,IN,IND_622,DELHI,East
938,IN,IND_630,DELHI,South West
939,IN,IND_621,DELHI,Central
940,IN,IND_623,DELHI,New Delhi
941,IN,IND_628,DELHI,South
942,IN,IND_627,DELHI,Shahdara
943,IN,IND_629,DELHI,South East
944,IN,IND_626,DELHI,North West
945,IN,IND_632,GOA,North Goa
946,IN,IND_633,GOA,South Goa
947,IN,IND_666,GUJARAT,Valsad
948,IN,IND_635,GUJARAT,Amreli
949,IN,IND_664,GUJARAT,The Dangs
950,IN,IND_638,GUJARAT,Banas Kantha
951,IN,IND_657,GUJARAT,Patan
952,IN,IND_651,GUJARAT,Mahesana
953,IN,IND_645,GUJARAT,Gandhinagar
954,IN,IND_634,GUJARAT,Ahmadabad
955,IN,IND_656,GUJARAT,Panch Mahals
956,IN,IND_644,GUJARAT,Dohad
957,IN,IND_665,GUJARAT,Vadodara
958,IN,IND_639,GUJARAT,Bharuch
959,IN,IND_658,GUJARAT,Porbandar
960,IN,IND_654,GUJARAT,Narmada
961,IN,IND_661,GUJARAT,Surat
962,IN,IND_663,GUJARAT,Tapi
963,IN,IND_637,GUJARAT,Aravalli
964,IN,IND_641,GUJARAT,Botad
965,IN,IND_642,GUJARAT,Chota Udaipur
966,IN,IND_652,GUJARAT,Mahisagar
967,IN,IND_646,GUJARAT,Gir Somnath
968,IN,IND_660,GUJARAT,Sabar Kantha
969,IN,IND_649,GUJARAT,Kachchh
970,IN,IND_662,GUJARAT,Surendranagar
971,IN,IND_659,GUJARAT,Rajkot
972,IN,IND_650,GUJARAT,Kheda
973,IN,IND_636,GUJARAT,Anand
974,IN,IND_640,GUJARAT,Bhavnagar
975,IN,IND_648,GUJARAT,Junagadh
976,IN,IND_647,GUJARAT,Jamnagar
977,IN,IND_643,GUJARAT,Devbhoomi Dwarka
978,IN,IND_653,GUJARAT,Morbi
979,IN,IND_655,GUJARAT,Navsari
980,IN,IND_674,HARYANA,Jhajjar
981,IN,IND_672,HARYANA,Gurugram
982,IN,IND_670,HARYANA,Faridabad
983,IN,IND_679,HARYANA,Mahendragarh
984,IN,IND_684,HARYANA,Rewari
985,IN,IND_680,HARYANA,Mewat
986,IN,IND_681,HARYANA,Palwal
987,IN,IND_669,HARYANA,Charkhi Dadri
988,IN,IND_688,HARYANA,Yamunanagar
989,IN,IND_678,HARYANA,Kurukshetra
990,IN,IND_676,HARYANA,Kaithal
991,IN,IND_686,HARYANA,Sirsa
992,IN,IND_677,HARYANA,Karnal
993,IN,IND_675,HARYANA,Jind
994,IN,IND_671,HARYANA,Fatehabad
995,IN,IND_673,HARYANA,Hisar
996,IN,IND_683,HARYANA,Panipat
997,IN,IND_687,HARYANA,Sonipat
998,IN,IND_668,HARYANA,Bhiwani
999,IN,IND_685,HARYANA,Rohtak
1000,IN,IND_682,HARYANA,Panchkula
1001,IN,IND_667,HARYANA,Ambala
1002,IN,IND_695,HIMACHAL PRADESH,Lahul & Spiti
1003,IN,IND_690,HIMACHAL PRADESH,Chamba
1004,IN,IND_692,HIMACHAL PRADESH,Kangra
1005,IN,IND_694,HIMACHAL PRADESH,Kullu
1006,IN,IND_696,HIMACHAL PRADESH,Mandi
1007,IN,IND_693,HIMACHAL PRADESH,Kinnaur
1008,IN,IND_700,HIMACHAL PRADESH,Una
1009,IN,IND_697,HIMACHAL PRADESH,Shimla
1010,IN,IND_699,HIMACHAL PRADESH,Solan
1011,IN,IND_698,HIMACHAL PRADESH,Sirmaur
1012,IN,IND_691,HIMACHAL PRADESH,Hamirpur
1013,IN,IND_689,HIMACHAL PRADESH,Bilaspur
1014,IN,IND_713,LADAKH,Leh(ladakh)
1015,IN,IND_708,LADAKH,Kargil
1016,IN,IND_712,JAMMU & KASHMIR,Kupwara
1017,IN,IND_703,JAMMU & KASHMIR,Bandipore
1018,IN,IND_704,JAMMU & KASHMIR,Baramula
1019,IN,IND_706,JAMMU & KASHMIR,Ganderbal
1020,IN,IND_701,JAMMU & KASHMIR,Anantnag
1021,IN,IND_710,JAMMU & KASHMIR,Kishtwar
1022,IN,IND_722,JAMMU & KASHMIR,Srinagar
1023,IN,IND_702,JAMMU & KASHMIR,Badgam
1024,IN,IND_715,JAMMU & KASHMIR,Pulwama
1025,IN,IND_716,JAMMU & KASHMIR,Punch
1026,IN,IND_721,JAMMU & KASHMIR,Shupiyan
1027,IN,IND_711,JAMMU & KASHMIR,Kulgam
1028,IN,IND_717,JAMMU & KASHMIR,Rajouri
1029,IN,IND_718,JAMMU & KASHMIR,Ramban
1030,IN,IND_719,JAMMU & KASHMIR,Reasi
1031,IN,IND_705,JAMMU & KASHMIR,Doda
1032,IN,IND_707,JAMMU & KASHMIR,Jammu
1033,IN,IND_709,JAMMU & KASHMIR,Kathua
1034,IN,IND_723,JAMMU & KASHMIR,Udhampur
1035,IN,IND_720,JAMMU & KASHMIR,Samba
1036,IN,IND_745,JHARKHAND,Sahibganj
1037,IN,IND_731,JHARKHAND,Godda
1038,IN,IND_739,JHARKHAND,Pakur
1039,IN,IND_730,JHARKHAND,Giridih
1040,IN,IND_728,JHARKHAND,Dumka
1041,IN,IND_726,JHARKHAND,Deoghar
1042,IN,IND_740,JHARKHAND,Palamu
1043,IN,IND_725,JHARKHAND,Chatra
1044,IN,IND_729,JHARKHAND,Garhwa
1045,IN,IND_734,JHARKHAND,Jamtara
1046,IN,IND_727,JHARKHAND,Dhanbad
1047,IN,IND_737,JHARKHAND,Latehar
1048,IN,IND_724,JHARKHAND,Bokaro
1049,IN,IND_743,JHARKHAND,Ramgarh
1050,IN,IND_744,JHARKHAND,Ranchi
1051,IN,IND_738,JHARKHAND,Lohardaga
1052,IN,IND_732,JHARKHAND,Gumla
1053,IN,IND_735,JHARKHAND,Khunti
1054,IN,IND_746,JHARKHAND,Saraikela-kharsawan
1055,IN,IND_742,JHARKHAND,Purbi Singhbhum
1056,IN,IND_741,JHARKHAND,Pashchimi Singhbhum
1057,IN,IND_747,JHARKHAND,Simdega
1058,IN,IND_736,JHARKHAND,Kodarma
1059,IN,IND_733,JHARKHAND,Hazaribagh
1060,IN,IND_753,KARNATAKA,Bidar
1061,IN,IND_763,KARNATAKA,Gulbarga
1062,IN,IND_751,KARNATAKA,Belgaum
1063,IN,IND_777,KARNATAKA,Yadgir
1064,IN,IND_748,KARNATAKA,Bagalkot
1065,IN,IND_771,KARNATAKA,Raichur
1066,IN,IND_768,KARNATAKA,Koppal
1067,IN,IND_762,KARNATAKA,Gadag
1068,IN,IND_752,KARNATAKA,Bellary
1069,IN,IND_761,KARNATAKA,Dharwad
1070,IN,IND_776,KARNATAKA,Uttara Kannada
1071,IN,IND_765,KARNATAKA,Haveri
1072,IN,IND_758,KARNATAKA,Chitradurga
1073,IN,IND_760,KARNATAKA,Davanagere
1074,IN,IND_773,KARNATAKA,Shimoga
1075,IN,IND_775,KARNATAKA,Udupi
1076,IN,IND_757,KARNATAKA,Chikmagalur
1077,IN,IND_756,KARNATAKA,Chikkaballapura
1078,IN,IND_764,KARNATAKA,Hassan
1079,IN,IND_767,KARNATAKA,Kolar
1080,IN,IND_750,KARNATAKA,Bangalore Rural
1081,IN,IND_759,KARNATAKA,Dakshina Kannada
1082,IN,IND_749,KARNATAKA,Bangalore
1083,IN,IND_766,KARNATAKA,Kodagu
1084,IN,IND_755,KARNATAKA,Chamarajanagar
1085,IN,IND_774,KARNATAKA,Tumkur
1086,IN,IND_772,KARNATAKA,Ramanagara
1087,IN,IND_769,KARNATAKA,Mandya
1088,IN,IND_770,KARNATAKA,Mysore
1089,IN,IND_754,KARNATAKA,Bijapur
1090,IN,IND_782,KERALA,Kasaragod
1091,IN,IND_791,KERALA,Wayanad
1092,IN,IND_785,KERALA,Kozhikode
1093,IN,IND_786,KERALA,Malappuram
1094,IN,IND_787,KERALA,Palakkad
1095,IN,IND_790,KERALA,Thrissur
1096,IN,IND_780,KERALA,Idukki
1097,IN,IND_779,KERALA,Ernakulam
1098,IN,IND_778,KERALA,Alappuzha
1099,IN,IND_784,KERALA,Kottayam
1100,IN,IND_788,KERALA,Pathanamthitta
1101,IN,IND_783,KERALA,Kollam
1102,IN,IND_789,KERALA,Thiruvananthapuram
1103,IN,IND_781,KERALA,Kannur
1105,IN,IND_854,MAHARASHTRA,Gondiya
1106,IN,IND_848,MAHARASHTRA,Bhandara
1107,IN,IND_856,MAHARASHTRA,Jalgaon
1108,IN,IND_877,MAHARASHTRA,Wardha
1109,IN,IND_850,MAHARASHTRA,Buldana
1110,IN,IND_845,MAHARASHTRA,Akola
1111,IN,IND_865,MAHARASHTRA,Nashik
1112,IN,IND_853,MAHARASHTRA,Gadchiroli
1113,IN,IND_878,MAHARASHTRA,Washim
1114,IN,IND_851,MAHARASHTRA,Chandrapur
1115,IN,IND_879,MAHARASHTRA,Yavatmal
1116,IN,IND_857,MAHARASHTRA,Jalna
1117,IN,IND_844,MAHARASHTRA,Ahmadnagar
1118,IN,IND_855,MAHARASHTRA,Hingoli
1119,IN,IND_863,MAHARASHTRA,Nanded
1120,IN,IND_868,MAHARASHTRA,Parbhani
1121,IN,IND_869,MAHARASHTRA,Pune
1122,IN,IND_849,MAHARASHTRA,Bid
1123,IN,IND_861,MAHARASHTRA,Mumbai Suburban
1124,IN,IND_860,MAHARASHTRA,Mumbai
1125,IN,IND_859,MAHARASHTRA,Latur
1126,IN,IND_866,MAHARASHTRA,Osmanabad
1127,IN,IND_875,MAHARASHTRA,Solapur
1128,IN,IND_873,MAHARASHTRA,Satara
1129,IN,IND_871,MAHARASHTRA,Ratnagiri
1130,IN,IND_872,MAHARASHTRA,Sangli
1131,IN,IND_858,MAHARASHTRA,Kolhapur
1132,IN,IND_874,MAHARASHTRA,Sindhudurg
1133,IN,IND_876,MAHARASHTRA,Thane
1134,IN,IND_867,MAHARASHTRA,Palghar
1135,IN,IND_864,MAHARASHTRA,Nandurbar
1136,IN,IND_846,MAHARASHTRA,Amravati
1137,IN,IND_852,MAHARASHTRA,Dhule
1138,IN,IND_862,MAHARASHTRA,Nagpur
1139,IN,IND_847,MAHARASHTRA,Aurangabad
1140,IN,IND_870,MAHARASHTRA,Raigarh
1141,IN,IND_887,MANIPUR,Kamjong
1142,IN,IND_891,MANIPUR,Senapati
1143,IN,IND_892,MANIPUR,Tamenglong
1144,IN,IND_884,MANIPUR,Imphal West
1145,IN,IND_886,MANIPUR,Kakching
1146,IN,IND_880,MANIPUR,Bishnupur
1147,IN,IND_881,MANIPUR,Chandel
1148,IN,IND_882,MANIPUR,Churachandpur
1149,IN,IND_883,MANIPUR,Imphal East
1150,IN,IND_885,MANIPUR,Jiribam
1151,IN,IND_888,MANIPUR,Kangpokpi
1152,IN,IND_894,MANIPUR,Thoubal
1153,IN,IND_893,MANIPUR,Tengnoupal
1154,IN,IND_895,MANIPUR,Ukhrul
1155,IN,IND_889,MANIPUR,Noney
1156,IN,IND_890,MANIPUR,Pherzawl
1157,IN,IND_900,MEGHALAYA,Ribhoi
1158,IN,IND_906,MEGHALAYA,West Khasi Hills
1159,IN,IND_897,MEGHALAYA,East Jaintia Hills
1160,IN,IND_898,MEGHALAYA,East Khasi Hills
1161,IN,IND_901,MEGHALAYA,South Garo Hills
1162,IN,IND_904,MEGHALAYA,West Garo Hills
1163,IN,IND_896,MEGHALAYA,East Garo Hills
1164,IN,IND_905,MEGHALAYA,West Jaintia Hills
1165,IN,IND_903,MEGHALAYA,South West Khasi Hills
1166,IN,IND_899,MEGHALAYA,North Garo Hills
1167,IN,IND_902,MEGHALAYA,South West Garo Hills
1168,IN,IND_909,MIZORAM,Kolasib
1169,IN,IND_907,MIZORAM,Aizawl
1170,IN,IND_912,MIZORAM,Mamit
1171,IN,IND_908,MIZORAM,Champhai
1172,IN,IND_914,MIZORAM,Serchhip
1173,IN,IND_911,MIZORAM,Lunglei
1174,IN,IND_913,MIZORAM,Saiha
1175,IN,IND_910,MIZORAM,Lawngtlai
1176,IN,IND_802,MADHYA PRADESH,Burhanpur
1177,IN,IND_821,MADHYA PRADESH,Morena
1178,IN,IND_800,MADHYA PRADESH,Bhind
1179,IN,IND_812,MADHYA PRADESH,Gwalior
1180,IN,IND_835,MADHYA PRADESH,Sheopur
1181,IN,IND_836,MADHYA PRADESH,Shivpuri
1182,IN,IND_839,MADHYA PRADESH,Tikamgarh
1183,IN,IND_823,MADHYA PRADESH,Neemuch
1184,IN,IND_828,MADHYA PRADESH,Rewa
1185,IN,IND_830,MADHYA PRADESH,Satna
1186,IN,IND_811,MADHYA PRADESH,Guna
1187,IN,IND_796,MADHYA PRADESH,Ashoknagar
1188,IN,IND_820,MADHYA PRADESH,Mandsaur
1189,IN,IND_838,MADHYA PRADESH,Singrauli
1190,IN,IND_837,MADHYA PRADESH,Sidhi
1191,IN,IND_829,MADHYA PRADESH,Sagar
1192,IN,IND_805,MADHYA PRADESH,Damoh
1193,IN,IND_834,MADHYA PRADESH,Shajapur
1194,IN,IND_842,MADHYA PRADESH,Vidisha
1195,IN,IND_826,MADHYA PRADESH,Rajgarh
1196,IN,IND_833,MADHYA PRADESH,Shahdol
1197,IN,IND_818,MADHYA PRADESH,Katni
1198,IN,IND_841,MADHYA PRADESH,Umaria
1199,IN,IND_827,MADHYA PRADESH,Ratlam
1200,IN,IND_801,MADHYA PRADESH,Bhopal
1201,IN,IND_840,MADHYA PRADESH,Ujjain
1202,IN,IND_825,MADHYA PRADESH,Raisen
1203,IN,IND_831,MADHYA PRADESH,Sehore
1204,IN,IND_816,MADHYA PRADESH,Jabalpur
1205,IN,IND_807,MADHYA PRADESH,Dewas
1206,IN,IND_795,MADHYA PRADESH,Anuppur
1207,IN,IND_817,MADHYA PRADESH,Jhabua
1208,IN,IND_809,MADHYA PRADESH,Dindori
1209,IN,IND_822,MADHYA PRADESH,Narsimhapur
1210,IN,IND_808,MADHYA PRADESH,Dhar
1211,IN,IND_815,MADHYA PRADESH,Indore
1212,IN,IND_819,MADHYA PRADESH,Mandla
1213,IN,IND_814,MADHYA PRADESH,Hoshangabad
1214,IN,IND_832,MADHYA PRADESH,Seoni
1215,IN,IND_794,MADHYA PRADESH,Alirajpur
1216,IN,IND_804,MADHYA PRADESH,Chhindwara
1217,IN,IND_813,MADHYA PRADESH,Harda
1218,IN,IND_843,MADHYA PRADESH,West Nimar
1219,IN,IND_810,MADHYA PRADESH,East Nimar
1220,IN,IND_797,MADHYA PRADESH,Balaghat
1221,IN,IND_798,MADHYA PRADESH,Barwani
1222,IN,IND_793,MADHYA PRADESH,Agar Malwa
1223,IN,IND_806,MADHYA PRADESH,Datia
1224,IN,IND_803,MADHYA PRADESH,Chhatarpur
1225,IN,IND_824,MADHYA PRADESH,Panna
1226,IN,IND_799,MADHYA PRADESH,Betul
1227,IN,IND_920,NAGALAND,Mon
1228,IN,IND_918,NAGALAND,Longleng
1229,IN,IND_919,NAGALAND,Mokokchung
1230,IN,IND_923,NAGALAND,Tuensang
1231,IN,IND_916,NAGALAND,Kiphire
1232,IN,IND_921,NAGALAND,Peren
1233,IN,IND_924,NAGALAND,Wokha
1234,IN,IND_925,NAGALAND,Zunheboto
1235,IN,IND_922,NAGALAND,Phek
1236,IN,IND_917,NAGALAND,Kohima
1237,IN,IND_915,NAGALAND,Dimapur
1238,IN,IND_931,ODISHA,Bhadrak
1239,IN,IND_934,ODISHA,Dhenkanal
1240,IN,IND_938,ODISHA,Jajapur
1241,IN,IND_954,ODISHA,Subarnapur
1242,IN,IND_950,ODISHA,Nuapada
1243,IN,IND_927,ODISHA,Balangir
1244,IN,IND_930,ODISHA,Baudh
1245,IN,IND_932,ODISHA,Cuttack
1246,IN,IND_941,ODISHA,Kandhamal
1247,IN,IND_949,ODISHA,Nayagarh
1248,IN,IND_944,ODISHA,Khordha
1249,IN,IND_940,ODISHA,Kalahandi
1250,IN,IND_937,ODISHA,Jagatsinghapur
1251,IN,IND_951,ODISHA,Puri
1252,IN,IND_948,ODISHA,Nabarangapur
1253,IN,IND_952,ODISHA,Rayagada
1254,IN,IND_945,ODISHA,Koraput
1255,IN,IND_946,ODISHA,Malkangiri
1256,IN,IND_926,ODISHA,Anugul
1257,IN,IND_942,ODISHA,Kendrapara
1258,IN,IND_936,ODISHA,Ganjam
1259,IN,IND_935,ODISHA,Gajapati
1260,IN,IND_947,ODISHA,Mayurbhanj
1261,IN,IND_955,ODISHA,Sundargarh
1262,IN,IND_943,ODISHA,Kendujhar
1263,IN,IND_928,ODISHA,Baleshwar
1264,IN,IND_939,ODISHA,Jharsuguda
1265,IN,IND_929,ODISHA,Bargarh
1266,IN,IND_933,ODISHA,Debagarh
1267,IN,IND_953,ODISHA,Sambalpur
1268,IN,IND_958,PUDUCHERRY,Puducherry
1269,IN,IND_956,PUDUCHERRY,Karaikal
1270,IN,IND_957,PUDUCHERRY,Mahe
1271,IN,IND_959,PUDUCHERRY,Yanam
1272,IN,IND_967,PUNJAB,Gurdaspur
1273,IN,IND_968,PUNJAB,Hoshiarpur
1274,IN,IND_960,PUNJAB,Amritsar
1275,IN,IND_969,PUNJAB,Jalandhar
1276,IN,IND_981,PUNJAB,Tarn Taran
1277,IN,IND_977,PUNJAB,Rupnagar
1278,IN,IND_980,PUNJAB,Shahid Bhagat Singh Nagar
1279,IN,IND_965,PUNJAB,Fazilka
1280,IN,IND_973,PUNJAB,Moga
1281,IN,IND_971,PUNJAB,Ludhiana
1282,IN,IND_978,PUNJAB,Sahibzada Ajit Singh Nag*
1283,IN,IND_963,PUNJAB,Faridkot
1284,IN,IND_964,PUNJAB,Fatehgarh Sahib
1285,IN,IND_974,PUNJAB,Muktsar
1286,IN,IND_979,PUNJAB,Sangrur
1287,IN,IND_961,PUNJAB,Barnala
1288,IN,IND_962,PUNJAB,Bathinda
1289,IN,IND_976,PUNJAB,Patiala
1290,IN,IND_972,PUNJAB,Mansa
1291,IN,IND_966,PUNJAB,Firozpur
1292,IN,IND_975,PUNJAB,Pathankot
1293,IN,IND_970,PUNJAB,Kapurthala
1294,IN,IND_992,RAJASTHAN,Churu
1295,IN,IND_1002,RAJASTHAN,Jhunjhunun
1296,IN,IND_999,RAJASTHAN,Jaisalmer
1297,IN,IND_1011,RAJASTHAN,Sikar
1298,IN,IND_983,RAJASTHAN,Alwar
1299,IN,IND_998,RAJASTHAN,Jaipur
1300,IN,IND_1003,RAJASTHAN,Jodhpur
1301,IN,IND_987,RAJASTHAN,Bharatpur
1302,IN,IND_1006,RAJASTHAN,Nagaur
1303,IN,IND_993,RAJASTHAN,Dausa
1304,IN,IND_1004,RAJASTHAN,Karauli
1305,IN,IND_994,RAJASTHAN,Dhaulpur
1306,IN,IND_986,RAJASTHAN,Barmer
1307,IN,IND_1010,RAJASTHAN,Sawai Madhopur
1308,IN,IND_1013,RAJASTHAN,Tonk
1309,IN,IND_1007,RAJASTHAN,Pali
1310,IN,IND_988,RAJASTHAN,Bhilwara
1311,IN,IND_1000,RAJASTHAN,Jalor
1312,IN,IND_990,RAJASTHAN,Bundi
1313,IN,IND_1005,RAJASTHAN,Kota
1314,IN,IND_1012,RAJASTHAN,Sirohi
1315,IN,IND_985,RAJASTHAN,Baran
1316,IN,IND_1014,RAJASTHAN,Udaipur
1317,IN,IND_1001,RAJASTHAN,Jhalawar
1318,IN,IND_995,RAJASTHAN,Dungarpur
1319,IN,IND_984,RAJASTHAN,Banswara
1320,IN,IND_982,RAJASTHAN,Ajmer
1321,IN,IND_1009,RAJASTHAN,Rajsamand
1322,IN,IND_991,RAJASTHAN,Chittaurgarh
1323,IN,IND_996,RAJASTHAN,Ganganagar
1324,IN,IND_997,RAJASTHAN,Hanumangarh
1325,IN,IND_989,RAJASTHAN,Bikaner
1326,IN,IND_1008,RAJASTHAN,Pratapgarh
1327,IN,IND_1016,SIKKIM,North  District
1328,IN,IND_1018,SIKKIM,West District
1329,IN,IND_1017,SIKKIM,South District
1330,IN,IND_1015,SIKKIM,East District
1331,IN,IND_1041,TAMIL NADU,Thiruvallur
1332,IN,IND_1048,TAMIL NADU,Vellore
1333,IN,IND_1020,TAMIL NADU,Chennai
1334,IN,IND_1026,TAMIL NADU,Kancheepuram
1335,IN,IND_1029,TAMIL NADU,Krishnagiri
1336,IN,IND_1047,TAMIL NADU,Tiruvannamalai
1337,IN,IND_1023,TAMIL NADU,Dharmapuri
1338,IN,IND_1036,TAMIL NADU,Salem
1339,IN,IND_1025,TAMIL NADU,Erode
1340,IN,IND_1039,TAMIL NADU,The Nilgiris
1341,IN,IND_1032,TAMIL NADU,Namakkal
1342,IN,IND_1033,TAMIL NADU,Perambalur
1343,IN,IND_1021,TAMIL NADU,Coimbatore
1344,IN,IND_1044,TAMIL NADU,Tiruchirappalli
1345,IN,IND_1019,TAMIL NADU,Ariyalur
1346,IN,IND_1046,TAMIL NADU,Tiruppur
1347,IN,IND_1038,TAMIL NADU,Thanjavur
1348,IN,IND_1028,TAMIL NADU,Karur
1349,IN,IND_1042,TAMIL NADU,Thiruvarur
1350,IN,IND_1024,TAMIL NADU,Dindigul
1351,IN,IND_1030,TAMIL NADU,Madurai
1352,IN,IND_1040,TAMIL NADU,Theni
1353,IN,IND_1050,TAMIL NADU,Virudhunagar
1354,IN,IND_1045,TAMIL NADU,Tirunelveli
1355,IN,IND_1043,TAMIL NADU,Thoothukkudi
1356,IN,IND_1027,TAMIL NADU,Kanniyakumari
1357,IN,IND_1049,TAMIL NADU,Viluppuram
1358,IN,IND_1022,TAMIL NADU,Cuddalore
1359,IN,IND_1031,TAMIL NADU,Nagapattinam
1360,IN,IND_1034,TAMIL NADU,Pudukkottai
1361,IN,IND_1037,TAMIL NADU,Sivaganga
1362,IN,IND_1035,TAMIL NADU,Ramanathapuram
1363,IN,IND_1051,TELANGANA,Adilabad
1364,IN,IND_1053,TELANGANA,Hyderabad
1365,IN,IND_1054,TELANGANA,Jagtial
1366,IN,IND_1055,TELANGANA,Jangaon
1367,IN,IND_1056,TELANGANA,Jayashankar
1368,IN,IND_1057,TELANGANA,Jogulamba
1369,IN,IND_1058,TELANGANA,Kamareddy
1370,IN,IND_1059,TELANGANA,Karimnagar
1371,IN,IND_1060,TELANGANA,Khammam
1372,IN,IND_1061,TELANGANA,Komaram Bheem
1373,IN,IND_1062,TELANGANA,Mahabubabad
1374,IN,IND_1063,TELANGANA,Mahabubnagar
1375,IN,IND_1064,TELANGANA,Mancherial
1376,IN,IND_1065,TELANGANA,Medak
1377,IN,IND_1066,TELANGANA,Medchal Malkajgiri
1378,IN,IND_1067,TELANGANA,Nagarkurnool
1379,IN,IND_1068,TELANGANA,Nalgonda
1380,IN,IND_1069,TELANGANA,Nirmal
1381,IN,IND_1070,TELANGANA,Nizamabad
1382,IN,IND_1071,TELANGANA,Peddapalle
1383,IN,IND_1072,TELANGANA,Rajanna
1384,IN,IND_1073,TELANGANA,Rangareddy
1385,IN,IND_1074,TELANGANA,Sangareddy
1386,IN,IND_1075,TELANGANA,Siddipet
1387,IN,IND_1076,TELANGANA,Suryapet
1388,IN,IND_1077,TELANGANA,Vikarabad
1389,IN,IND_1078,TELANGANA,Wanaparthy
1390,IN,IND_1079,TELANGANA,Warangal Rural
1391,IN,IND_1080,TELANGANA,Warangal Urban
1392,IN,IND_1081,TELANGANA,Yadadri
1393,IN,IND_1052,TELANGANA,Bhadradri
1394,IN,IND_1085,TRIPURA,North Tripura
1395,IN,IND_1082,TRIPURA,Dhalai
1396,IN,IND_1086,TRIPURA,Sipahijala
1397,IN,IND_1083,TRIPURA,Gomati
1398,IN,IND_1084,TRIPURA,Khowai
1399,IN,IND_1089,TRIPURA,West Tripura
1400,IN,IND_1087,TRIPURA,South Tripura
1401,IN,IND_1088,TRIPURA,Unokoti
1402,IN,IND_1095,UTTAR PRADESH,Amroha
1403,IN,IND_1125,UTTAR PRADESH,Hapur
1404,IN,IND_1104,UTTAR PRADESH,Bareilly
1405,IN,IND_1149,UTTAR PRADESH,Pilibhit
1406,IN,IND_1109,UTTAR PRADESH,Bulandshahr
1407,IN,IND_1119,UTTAR PRADESH,Gautam Buddha Nagar
1408,IN,IND_1135,UTTAR PRADESH,Kheri
1409,IN,IND_1108,UTTAR PRADESH,Budaun
1410,IN,IND_1099,UTTAR PRADESH,Bahraich
1411,IN,IND_1156,UTTAR PRADESH,Shahjahanpur
1412,IN,IND_1091,UTTAR PRADESH,Aligarh
1413,IN,IND_1133,UTTAR PRADESH,Kasganj
1414,IN,IND_1143,UTTAR PRADESH,Mathura
1415,IN,IND_1158,UTTAR PRADESH,Shrawasti
