OBJECTID_1,Country_Co,CN_DT_Code,STATE,D_NAME_1
1416,IN,IND_1160,UTTAR PRADESH,Sitapur
1417,IN,IND_1139,UTTAR PRADESH,Mahamaya Nagar
1418,IN,IND_1113,UTTAR PRADESH,Etah
1419,IN,IND_1126,UTTAR PRADESH,Hardoi
1420,IN,IND_1116,UTTAR PRADESH,Farrukhabad
1421,IN,IND_1118,UTTAR PRADESH,Firozabad
1422,IN,IND_1159,UTTAR PRADESH,Siddharthnagar
1423,IN,IND_1142,UTTAR PRADESH,Mainpuri
1424,IN,IND_1141,UTTAR PRADESH,Mahrajganj
1425,IN,IND_1090,UTTAR PRADESH,Agra
1426,IN,IND_1122,UTTAR PRADESH,Gonda
1427,IN,IND_1103,UTTAR PRADESH,Bara Banki
1428,IN,IND_1136,UTTAR PRADESH,Kushinagar
1429,IN,IND_1130,UTTAR PRADESH,Kannauj
1430,IN,IND_1138,UTTAR PRADESH,Lucknow
1431,IN,IND_1105,UTTAR PRADESH,Basti
1432,IN,IND_1123,UTTAR PRADESH,Gorakhpur
1433,IN,IND_1155,UTTAR PRADESH,Sant Kabir Nagar
1434,IN,IND_1163,UTTAR PRADESH,Unnao
1435,IN,IND_1114,UTTAR PRADESH,Etawah
1436,IN,IND_1132,UTTAR PRADESH,Kanpur Nagar
1437,IN,IND_1096,UTTAR PRADESH,Auraiya
1438,IN,IND_1115,UTTAR PRADESH,Faizabad
1439,IN,IND_1131,UTTAR PRADESH,Kanpur Dehat
1440,IN,IND_1112,UTTAR PRADESH,Deoria
1441,IN,IND_1162,UTTAR PRADESH,Sultanpur
1442,IN,IND_1093,UTTAR PRADESH,Ambedkar Nagar
1443,IN,IND_1151,UTTAR PRADESH,Rae Bareli
1444,IN,IND_1127,UTTAR PRADESH,Jalaun
1445,IN,IND_1097,UTTAR PRADESH,Azamgarh
1446,IN,IND_1144,UTTAR PRADESH,Mau
1447,IN,IND_1117,UTTAR PRADESH,Fatehpur
1448,IN,IND_1100,UTTAR PRADESH,Ballia
1449,IN,IND_1128,UTTAR PRADESH,Jaunpur
1450,IN,IND_1129,UTTAR PRADESH,Jhansi
1451,IN,IND_1102,UTTAR PRADESH,Banda
1452,IN,IND_1121,UTTAR PRADESH,Ghazipur
1453,IN,IND_1134,UTTAR PRADESH,Kaushambi
1454,IN,IND_1092,UTTAR PRADESH,Allahabad
1455,IN,IND_1164,UTTAR PRADESH,Varanasi
1456,IN,IND_1111,UTTAR PRADESH,Chitrakoot
1457,IN,IND_1110,UTTAR PRADESH,Chandauli
1458,IN,IND_1106,UTTAR PRADESH,Bhadohi
1459,IN,IND_1146,UTTAR PRADESH,Mirzapur
1460,IN,IND_1137,UTTAR PRADESH,Lalitpur
1461,IN,IND_1161,UTTAR PRADESH,Sonbhadra
1462,IN,IND_1094,UTTAR PRADESH,Amethi
1463,IN,IND_1120,UTTAR PRADESH,Ghaziabad
1464,IN,IND_1154,UTTAR PRADESH,Sambhal
1465,IN,IND_1140,UTTAR PRADESH,Mahoba
1466,IN,IND_1153,UTTAR PRADESH,Saharanpur
1467,IN,IND_1107,UTTAR PRADESH,Bijnor
1468,IN,IND_1148,UTTAR PRADESH,Muzaffarnagar
1469,IN,IND_1098,UTTAR PRADESH,Baghpat
1470,IN,IND_1145,UTTAR PRADESH,Meerut
1471,IN,IND_1147,UTTAR PRADESH,Moradabad
1472,IN,IND_1152,UTTAR PRADESH,Rampur
1473,IN,IND_1157,UTTAR PRADESH,Shamli
1474,IN,IND_1101,UTTAR PRADESH,Balrampur
1475,IN,IND_1124,UTTAR PRADESH,Hamirpur
1476,IN,IND_1150,UTTAR PRADESH,Pratapgarh
1477,IN,IND_1177,UTTARAKHAND,Uttarkashi
1478,IN,IND_1167,UTTARAKHAND,Chamoli
1479,IN,IND_1169,UTTARAKHAND,Dehradun
1480,IN,IND_1175,UTTARAKHAND,Tehri Garhwal
1481,IN,IND_1174,UTTARAKHAND,Rudraprayag
1482,IN,IND_1173,UTTARAKHAND,Pithoragarh
1483,IN,IND_1166,UTTARAKHAND,Bageshwar
1484,IN,IND_1171,UTTARAKHAND,Hardwar
1485,IN,IND_1170,UTTARAKHAND,Garhwal
1486,IN,IND_1165,UTTARAKHAND,Almora
1487,IN,IND_1172,UTTARAKHAND,Nainital
1488,IN,IND_1168,UTTARAKHAND,Champawat
1489,IN,IND_1176,UTTARAKHAND,Udham Singh Nagar
1490,IN,IND_1199,WEST BENGAL,South Twenty Four Pargan*
1491,IN,IND_1183,WEST BENGAL,Darjiling
1492,IN,IND_1186,WEST BENGAL,Jalpaiguri
1493,IN,IND_1182,WEST BENGAL,Dakshin Dinajpur
1494,IN,IND_1190,WEST BENGAL,Maldah
1495,IN,IND_1191,WEST BENGAL,Murshidabad
1496,IN,IND_1180,WEST BENGAL,Birbhum
1497,IN,IND_1192,WEST BENGAL,Nadia
1498,IN,IND_1196,WEST BENGAL,Purba Barddhaman
1499,IN,IND_1198,WEST BENGAL,Puruliya
1500,IN,IND_1179,WEST BENGAL,Bankura
1501,IN,IND_1193,WEST BENGAL,North Twenty Four Pargan*
1502,IN,IND_1184,WEST BENGAL,Hooghly
1503,IN,IND_1195,WEST BENGAL,Paschim Medinipur
1504,IN,IND_1185,WEST BENGAL,Howrah
1505,IN,IND_1189,WEST BENGAL,Kolkata
1506,IN,IND_1197,WEST BENGAL,Purba Medinipur
1507,IN,IND_1178,WEST BENGAL,Alipurduar
1508,IN,IND_1194,WEST BENGAL,Paschim Barddhaman
1509,IN,IND_1188,WEST BENGAL,Kalimpong
1510,IN,IND_1187,WEST BENGAL,Jhargram
1511,IN,IND_1181,WEST BENGAL,Cooch Behar
1512,IN,IND_1200,WEST BENGAL,Uttar Dinajpur
1513,IN,IND_714,JAMMU & KASHMIR,NA
0,MV,MDV_1434,MALE ECONOMIC,Male'
0,MV,MDV_1435,NORTH,North Miladhunmadulu
0,MV,MDV_1436,NORTH,North Thiladhunmathe
0,MV,MDV_1437,NORTH,South Thiladhunmathe
0,MV,MDV_1438,NORTH CENTRAL,Faadhippolhu
0,MV,MDV_1439,NORTH CENTRAL,North Maalhosmadulu
0,MV,MDV_1440,NORTH CENTRAL,South Maalhosmadulu
0,MV,MDV_1441,NORTH CENTRAL,South Miladhunmadulu
0,MV,MDV_1442,SOUTH,Addoo
0,MV,MDV_1443,SOUTH,Foammulah
0,MV,MDV_1444,SOUTH,North Huvadhoo
0,MV,MDV_1445,SOUTH,South Huvadhoo
0,MV,MDV_1446,SOUTH CENTRAL,Felidhoo
0,MV,MDV_1447,SOUTH CENTRAL,Hadhdhunmathee
0,MV,MDV_1448,SOUTH CENTRAL,Kolhumadulu
0,MV,MDV_1449,SOUTH CENTRAL,Male'
0,MV,MDV_1450,SOUTH CENTRAL,Mulaku
0,MV,MDV_1451,SOUTH CENTRAL,North Ari
0,MV,MDV_1452,SOUTH CENTRAL,North Nilandhoo
0,MV,MDV_1453,SOUTH CENTRAL,South Ari
0,MV,MDV_1454,SOUTH CENTRAL,South Nilandhoo
1104,IN,IND_792,LAKSHADWEEP,Lakshadweep
