State,Model,Scenario,Year,Tmax_C
BAGHLAN,UKESM,SSP245,2097,21.53324315
BAGHLAN,UKESM,SSP245,2098,22.62120806
BAGHLAN,UKESM,SSP245,2099,21.6273089
BAGHLAN,UKESM,SSP245,2100,22.20987226
BAGHLAN,UKESM,SSP585,2015,16.95362858
BAGHLAN,UKESM,SSP585,2016,17.8079897
BAGHLAN,UKESM,SSP585,2017,17.75245827
BAGHLAN,UKESM,SSP585,2018,17.84805998
BAGHLAN,UKESM,SSP585,2019,17.43423488
BAGHLAN,UKESM,SSP585,2020,18.17030955
BAGHLAN,UKESM,SSP585,2021,17.08075879
BAGHLAN,UKESM,SSP585,2022,16.51666638
BAGHLAN,UKESM,SSP585,2023,18.13715504
BAGHLAN,UKESM,SSP585,2024,18.21572822
BAGHLAN,UKESM,SSP585,2025,19.18045462
BAGHLAN,UKESM,SSP585,2026,18.46805857
BAGHLAN,UKESM,SSP585,2027,17.51196574
BAGHLAN,UKESM,SSP585,2028,17.61600871
BAGHLAN,UKESM,SSP585,2029,18.15839088
BAGHLAN,UKESM,SSP585,2030,17.89561209
BAGHLAN,UKESM,SSP585,2031,18.01102463
BAGHLAN,UKESM,SSP585,2032,18.87616494
BAGHLAN,UKESM,SSP585,2033,19.35904246
BAGHLAN,UKESM,SSP585,2034,19.13272011
BAGHLAN,UKESM,SSP585,2035,19.39122052
BAGHLAN,UKESM,SSP585,2036,18.6055755
BAGHLAN,UKESM,SSP585,2037,19.03652568
BAGHLAN,UKESM,SSP585,2038,19.1663878
BAGHLAN,UKESM,SSP585,2039,18.46591445
BAGHLAN,UKESM,SSP585,2040,18.72321637
BAGHLAN,UKESM,SSP585,2041,20.21087419
BAGHLAN,UKESM,SSP585,2042,19.81263369
BAGHLAN,UKESM,SSP585,2043,20.24163328
BAGHLAN,UKESM,SSP585,2044,19.86491797
BAGHLAN,UKESM,SSP585,2045,20.09643124
BAGHLAN,UKESM,SSP585,2046,20.75394009
BAGHLAN,UKESM,SSP585,2047,19.63234272
BAGHLAN,UKESM,SSP585,2048,20.77080413
BAGHLAN,UKESM,SSP585,2049,21.63299166
BAGHLAN,UKESM,SSP585,2050,20.58996311
BAGHLAN,UKESM,SSP585,2051,21.27232389
BAGHLAN,UKESM,SSP585,2052,21.55227788
BAGHLAN,UKESM,SSP585,2053,20.94048387
BAGHLAN,UKESM,SSP585,2054,21.19163612
BAGHLAN,UKESM,SSP585,2055,20.97896089
BAGHLAN,UKESM,SSP585,2056,21.10187616
BAGHLAN,UKESM,SSP585,2057,20.59696758
BAGHLAN,UKESM,SSP585,2058,22.32455941
BAGHLAN,UKESM,SSP585,2059,20.56876024
BAGHLAN,UKESM,SSP585,2060,20.0640583
BAGHLAN,UKESM,SSP585,2061,20.62331017
BAGHLAN,UKESM,SSP585,2062,20.92846957
BAGHLAN,UKESM,SSP585,2063,21.1422875
BAGHLAN,UKESM,SSP585,2064,22.73118633
BAGHLAN,UKESM,SSP585,2065,20.80003786
BAGHLAN,UKESM,SSP585,2066,21.78149622
BAGHLAN,UKESM,SSP585,2067,22.04185514
BAGHLAN,UKESM,SSP585,2068,22.44514628
BAGHLAN,UKESM,SSP585,2069,22.37614859
BAGHLAN,UKESM,SSP585,2070,22.11567483
BAGHLAN,UKESM,SSP585,2071,21.36648161
BAGHLAN,UKESM,SSP585,2072,22.21217212
BAGHLAN,UKESM,SSP585,2073,22.72960869
BAGHLAN,UKESM,SSP585,2074,24.72736294
BAGHLAN,UKESM,SSP585,2075,22.89579056
BAGHLAN,UKESM,SSP585,2076,23.75104165
BAGHLAN,UKESM,SSP585,2077,22.40442007
BAGHLAN,UKESM,SSP585,2078,23.49384
BAGHLAN,UKESM,SSP585,2079,23.5447833
BAGHLAN,UKESM,SSP585,2080,24.45032687
BAGHLAN,UKESM,SSP585,2081,24.58310303
BAGHLAN,UKESM,SSP585,2082,23.94000234
BAGHLAN,UKESM,SSP585,2083,24.33288192
BAGHLAN,UKESM,SSP585,2084,24.49053965
BAGHLAN,UKESM,SSP585,2085,24.21215354
BAGHLAN,UKESM,SSP585,2086,25.01460914
BAGHLAN,UKESM,SSP585,2087,23.70874098
BAGHLAN,UKESM,SSP585,2088,24.14436609
BAGHLAN,UKESM,SSP585,2089,24.97637385
BAGHLAN,UKESM,SSP585,2090,26.41806574
BAGHLAN,UKESM,SSP585,2091,25.54097773
BAGHLAN,UKESM,SSP585,2092,25.60308804
BAGHLAN,UKESM,SSP585,2093,25.75896199
BAGHLAN,UKESM,SSP585,2094,25.75781944
BAGHLAN,UKESM,SSP585,2095,25.89444193
BAGHLAN,UKESM,SSP585,2096,25.83819267
BAGHLAN,UKESM,SSP585,2097,25.61381477
BAGHLAN,UKESM,SSP585,2098,25.92006178
BAGHLAN,UKESM,SSP585,2099,25.72237083
BAGHLAN,UKESM,SSP585,2100,26.79499467
BALKH,GFDL,historical,1981,20.32906056
BALKH,GFDL,historical,1982,20.070075
BALKH,GFDL,historical,1983,18.737696
BALKH,GFDL,historical,1984,20.09824068
BALKH,GFDL,historical,1985,20.29692722
BALKH,GFDL,historical,1986,20.17747647
BALKH,GFDL,historical,1987,20.52904334
BALKH,GFDL,historical,1988,20.21255025
BALKH,GFDL,historical,1989,18.5039955
BALKH,GFDL,historical,1990,19.71034942
BALKH,GFDL,historical,1991,20.09377015
BALKH,GFDL,historical,1992,20.15048742
BALKH,GFDL,historical,1993,20.01715636
BALKH,GFDL,historical,1994,20.91089162
BALKH,GFDL,historical,1995,18.9720878
BALKH,GFDL,historical,1996,20.28032986
BALKH,GFDL,historical,1997,20.8009271
BALKH,GFDL,historical,1998,20.45246535
BALKH,GFDL,historical,1999,20.35028067
BALKH,GFDL,historical,2000,20.51269757
BALKH,GFDL,historical,2001,20.11353115
BALKH,GFDL,historical,2002,21.9484726
BALKH,GFDL,historical,2003,21.26601455
BALKH,GFDL,historical,2004,20.22067812
BALKH,GFDL,historical,2005,20.69114182
BALKH,GFDL,historical,2006,21.11363462
BALKH,GFDL,historical,2007,22.41955393
BALKH,GFDL,historical,2008,20.94443496
BALKH,GFDL,historical,2009,21.41896997
BALKH,GFDL,historical,2010,21.06754248
BALKH,GFDL,historical,2011,21.11127653
BALKH,GFDL,historical,2012,20.98302302
BALKH,GFDL,historical,2013,20.96671298
BALKH,GFDL,historical,2014,21.68925335
BALKH,GFDL,SSP245,2015,21.07989766
BALKH,GFDL,SSP245,2016,21.34982387
BALKH,GFDL,SSP245,2017,20.77335656
BALKH,GFDL,SSP245,2018,22.15292308
BALKH,GFDL,SSP245,2019,21.74545117
BALKH,GFDL,SSP245,2020,22.97544342
BALKH,GFDL,SSP245,2021,21.23899088
BALKH,GFDL,SSP245,2022,22.49450934
BALKH,GFDL,SSP245,2023,22.18281495
BALKH,GFDL,SSP245,2024,22.53785835
BALKH,GFDL,SSP245,2025,22.54325136
BALKH,GFDL,SSP245,2026,21.86640336
BALKH,GFDL,SSP245,2027,22.68065881
BALKH,GFDL,SSP245,2028,21.39105475
BALKH,GFDL,SSP245,2029,21.50411346
BALKH,GFDL,SSP245,2030,20.75310568
BALKH,GFDL,SSP245,2031,21.76866812
BALKH,GFDL,SSP245,2032,21.50601509
BALKH,GFDL,SSP245,2033,21.26238581
BALKH,GFDL,SSP245,2034,20.79356071
BALKH,GFDL,SSP245,2035,20.28635961
BALKH,GFDL,SSP245,2036,20.73053914
BALKH,GFDL,SSP245,2037,21.30556512
BALKH,GFDL,SSP245,2038,20.85861035
BALKH,GFDL,SSP245,2039,21.60749173
BALKH,GFDL,SSP245,2040,22.21778875
BALKH,GFDL,SSP245,2041,21.93772457
BALKH,GFDL,SSP245,2042,21.42096374
BALKH,GFDL,SSP245,2043,22.57592114
BALKH,GFDL,SSP245,2044,22.40159168
BALKH,GFDL,SSP245,2045,21.37896243
BALKH,GFDL,SSP245,2046,23.69366711
BALKH,GFDL,SSP245,2047,22.18560628
BALKH,GFDL,SSP245,2048,21.87921523
BALKH,GFDL,SSP245,2049,20.62181266
BALKH,GFDL,SSP245,2050,22.33494256
BALKH,GFDL,SSP245,2051,22.49163276
BALKH,GFDL,SSP245,2052,22.06706786
BALKH,GFDL,SSP245,2053,22.35049837
BALKH,GFDL,SSP245,2054,22.97343182
BALKH,GFDL,SSP245,2055,21.74863418
BALKH,GFDL,SSP245,2056,22.40410535
BALKH,GFDL,SSP245,2057,23.22498348
BALKH,GFDL,SSP245,2058,23.27191815
BALKH,GFDL,SSP245,2059,22.66835491
BALKH,GFDL,SSP245,2060,25.32193361
BALKH,GFDL,SSP245,2061,22.97978327
BALKH,GFDL,SSP245,2062,22.52132569
BALKH,GFDL,SSP245,2063,23.02638769
BALKH,GFDL,SSP245,2064,23.57018549
BALKH,GFDL,SSP245,2065,22.88887467
BALKH,GFDL,SSP245,2066,23.24482561
BALKH,GFDL,SSP245,2067,23.22339306
BALKH,GFDL,SSP245,2068,23.25913654
BALKH,GFDL,SSP245,2069,23.28221216
BALKH,GFDL,SSP245,2070,23.30784404
BALKH,GFDL,SSP245,2071,23.70529391
BALKH,GFDL,SSP245,2072,22.82049737
BALKH,GFDL,SSP245,2073,21.94108866
BALKH,GFDL,SSP245,2074,23.37186579
BALKH,GFDL,SSP245,2075,22.82215353
BALKH,GFDL,SSP245,2076,22.3018808
BALKH,GFDL,SSP245,2077,22.70471016
BALKH,GFDL,SSP245,2078,22.56713078
BALKH,GFDL,SSP245,2079,23.06327248
BALKH,GFDL,SSP245,2080,23.8269638
BALKH,GFDL,SSP245,2081,23.98746103
BALKH,GFDL,SSP245,2082,24.27352271
BALKH,GFDL,SSP245,2083,23.64039151
BALKH,GFDL,SSP245,2084,24.31426992
BALKH,GFDL,SSP245,2085,24.04231737
BALKH,GFDL,SSP245,2086,25.03498668
BALKH,GFDL,SSP245,2087,24.81659712
BALKH,GFDL,SSP245,2088,23.55557719
BALKH,GFDL,SSP245,2089,24.11129506
BALKH,GFDL,SSP245,2090,23.70708381
BALKH,GFDL,SSP245,2091,22.13552678
BALKH,GFDL,SSP245,2092,23.82744317
BALKH,GFDL,SSP245,2093,24.74873267
BALKH,GFDL,SSP245,2094,24.46079885
BALKH,GFDL,SSP245,2095,23.86643065
BALKH,GFDL,SSP245,2096,24.29512836
BALKH,GFDL,SSP245,2097,23.67406102
BALKH,GFDL,SSP245,2098,24.94416044
BALKH,GFDL,SSP245,2099,23.97510085
BALKH,GFDL,SSP245,2100,23.76680616
BALKH,GFDL,SSP585,2015,21.27679156
BALKH,GFDL,SSP585,2016,22.73324909
BALKH,GFDL,SSP585,2017,22.12823331
BALKH,GFDL,SSP585,2018,21.31902096
BALKH,GFDL,SSP585,2019,20.44377776
BALKH,GFDL,SSP585,2020,22.20126051
BALKH,GFDL,SSP585,2021,21.82238538
BALKH,GFDL,SSP585,2022,21.8402052
BALKH,GFDL,SSP585,2023,21.50566894
BALKH,GFDL,SSP585,2024,21.02054693
BALKH,GFDL,SSP585,2025,22.32122907
BALKH,GFDL,SSP585,2026,22.4667848
BALKH,GFDL,SSP585,2027,21.98412707
BALKH,GFDL,SSP585,2028,21.92813942
BALKH,GFDL,SSP585,2029,23.08206096
BALKH,GFDL,SSP585,2030,21.6122394
BALKH,GFDL,SSP585,2031,22.44167346
BALKH,GFDL,SSP585,2032,22.67839876
BALKH,GFDL,SSP585,2033,21.27307237
BALKH,GFDL,SSP585,2034,23.06583994
BALKH,GFDL,SSP585,2035,21.96857372
BALKH,GFDL,SSP585,2036,22.31402204
BALKH,GFDL,SSP585,2037,22.30389269
BALKH,GFDL,SSP585,2038,23.54845788
BALKH,GFDL,SSP585,2039,21.90869797
BALKH,GFDL,SSP585,2040,22.52500896
BALKH,GFDL,SSP585,2041,22.64183973
BALKH,GFDL,SSP585,2042,22.65971964
BALKH,GFDL,SSP585,2043,23.07952569
BALKH,GFDL,SSP585,2044,22.37143314
BALKH,GFDL,SSP585,2045,22.74100928
BALKH,GFDL,SSP585,2046,22.78053887
BALKH,GFDL,SSP585,2047,21.90000786
BALKH,GFDL,SSP585,2048,22.00978792
BALKH,GFDL,SSP585,2049,22.92018249
BALKH,GFDL,SSP585,2050,22.85913443
BALKH,GFDL,SSP585,2051,22.02281621
BALKH,GFDL,SSP585,2052,23.83677536
BALKH,GFDL,SSP585,2053,22.68467391
BALKH,GFDL,SSP585,2054,23.57008706
BALKH,GFDL,SSP585,2055,23.04217906
BALKH,GFDL,SSP585,2056,24.11520441
BALKH,GFDL,SSP585,2057,22.09443012
BALKH,GFDL,SSP585,2058,25.13177191
BALKH,GFDL,SSP585,2059,23.24984542
BALKH,GFDL,SSP585,2060,23.4473939
BALKH,GFDL,SSP585,2061,22.76676998
BALKH,GFDL,SSP585,2062,22.91818205
BALKH,GFDL,SSP585,2063,23.49980343
BALKH,GFDL,SSP585,2064,23.69208571
BALKH,GFDL,SSP585,2065,24.69279735
BALKH,GFDL,SSP585,2066,23.95703714
BALKH,GFDL,SSP585,2067,23.62329102
BALKH,GFDL,SSP585,2068,23.83363258
BALKH,GFDL,SSP585,2069,23.64819148
BALKH,GFDL,SSP585,2070,23.38763535
BALKH,GFDL,SSP585,2071,23.0068033
BALKH,GFDL,SSP585,2072,23.47928944
BALKH,GFDL,SSP585,2073,22.77423007
BALKH,GFDL,SSP585,2074,23.71655501
BALKH,GFDL,SSP585,2075,25.66682767
BALKH,GFDL,SSP585,2076,24.03524932
BALKH,GFDL,SSP585,2077,24.56216684
BALKH,GFDL,SSP585,2078,24.93058929
BALKH,GFDL,SSP585,2079,25.28395864
BALKH,GFDL,SSP585,2080,25.44555845
BALKH,GFDL,SSP585,2081,24.54000722
BALKH,GFDL,SSP585,2082,25.44472318
BALKH,GFDL,SSP585,2083,25.77713981
BALKH,GFDL,SSP585,2084,24.89411998
BALKH,GFDL,SSP585,2085,25.02245213
BALKH,GFDL,SSP585,2086,24.99593523
BALKH,GFDL,SSP585,2087,25.52133292
BALKH,GFDL,SSP585,2088,25.23305599
BALKH,GFDL,SSP585,2089,25.92458232
BALKH,GFDL,SSP585,2090,25.9181371
BALKH,GFDL,SSP585,2091,25.64375441
BALKH,GFDL,SSP585,2092,26.07832536
BALKH,GFDL,SSP585,2093,26.7991245
BALKH,GFDL,SSP585,2094,25.0520216
BALKH,GFDL,SSP585,2095,26.49586082
BALKH,GFDL,SSP585,2096,26.88367406
BALKH,GFDL,SSP585,2097,27.22875484
BALKH,GFDL,SSP585,2098,27.305427
BALKH,GFDL,SSP585,2099,27.07291455
BALKH,GFDL,SSP585,2100,26.76709497
BALKH,MPI,historical,1981,21.07113775
BALKH,MPI,historical,1982,20.82132939
BALKH,MPI,historical,1983,19.45102521
BALKH,MPI,historical,1984,20.22494164
BALKH,MPI,historical,1985,21.17484514
BALKH,MPI,historical,1986,20.05259496
BALKH,MPI,historical,1987,20.5343727
BALKH,MPI,historical,1988,20.3449466
BALKH,MPI,historical,1989,20.50904258
BALKH,MPI,historical,1990,20.1876532
BALKH,MPI,historical,1991,19.60404281
BALKH,MPI,historical,1992,20.54369813
BALKH,MPI,historical,1993,19.07184354
BALKH,MPI,historical,1994,19.95409725
BALKH,MPI,historical,1995,20.72671687
BALKH,MPI,historical,1996,20.99889183
BALKH,MPI,historical,1997,20.75121488
BALKH,MPI,historical,1998,20.48306746
BALKH,MPI,historical,1999,20.60654403
BALKH,MPI,historical,2000,20.45263873
BALKH,MPI,historical,2001,20.88763187
BALKH,MPI,historical,2002,22.54979703
BALKH,MPI,historical,2003,20.00205015
BALKH,MPI,historical,2004,19.99421376
BALKH,MPI,historical,2005,20.39024406
BALKH,MPI,historical,2006,20.60762212
BALKH,MPI,historical,2007,19.85542056
BALKH,MPI,historical,2008,20.49998914
BALKH,MPI,historical,2009,21.50197784
BALKH,MPI,historical,2010,21.43032603
BALKH,MPI,historical,2011,20.43636948
BALKH,MPI,historical,2012,20.50774025
BALKH,MPI,historical,2013,21.27313545
BALKH,MPI,historical,2014,20.71590281
BALKH,MPI,SSP245,2015,21.66208507
BALKH,MPI,SSP245,2016,21.67467798
BALKH,MPI,SSP245,2017,21.80339154
BALKH,MPI,SSP245,2018,20.82047618
BALKH,MPI,SSP245,2019,20.71271046
BALKH,MPI,SSP245,2020,20.59591961
BALKH,MPI,SSP245,2021,20.83855765
BALKH,MPI,SSP245,2022,21.31787408
BALKH,MPI,SSP245,2023,21.24716138
BALKH,MPI,SSP245,2024,22.00627283
BALKH,MPI,SSP245,2025,21.98039606
BALKH,MPI,SSP245,2026,20.91268193
BALKH,MPI,SSP245,2027,21.83203478
BALKH,MPI,SSP245,2028,20.70349379
BALKH,MPI,SSP245,2029,20.25697365
BALKH,MPI,SSP245,2030,21.58925632
BALKH,MPI,SSP245,2031,21.42316691
BALKH,MPI,SSP245,2032,20.79770222
BALKH,MPI,SSP245,2033,20.64904909
BALKH,MPI,SSP245,2034,20.86503712
BALKH,MPI,SSP245,2035,20.68068008
BALKH,MPI,SSP245,2036,21.68813239
BALKH,MPI,SSP245,2037,21.93352258
BALKH,MPI,SSP245,2038,22.27362072
BALKH,MPI,SSP245,2039,21.8309006
BALKH,MPI,SSP245,2040,20.82471031
BALKH,MPI,SSP245,2041,21.3342675
BALKH,MPI,SSP245,2042,21.01102864
BALKH,MPI,SSP245,2043,22.3774751
BALKH,MPI,SSP245,2044,22.19446098
BALKH,MPI,SSP245,2045,21.15852825
BALKH,MPI,SSP245,2046,20.96108499
BALKH,MPI,SSP245,2047,21.55709306
BALKH,MPI,SSP245,2048,22.36390297
BALKH,MPI,SSP245,2049,20.99770588
BALKH,MPI,SSP245,2050,21.71888404
BALKH,MPI,SSP245,2051,22.54168234
BALKH,MPI,SSP245,2052,22.19594293
BALKH,MPI,SSP245,2053,21.40196342
BALKH,MPI,SSP245,2054,22.03223685
BALKH,MPI,SSP245,2055,22.08842408
BALKH,MPI,SSP245,2056,22.1127433
BALKH,MPI,SSP245,2057,21.33336111
BALKH,MPI,SSP245,2058,21.84764108
BALKH,MPI,SSP245,2059,22.49438507
BALKH,MPI,SSP245,2060,21.82425893
BALKH,MPI,SSP245,2061,22.55891695
BALKH,MPI,SSP245,2062,23.44267012
BALKH,MPI,SSP245,2063,22.60942724
BALKH,MPI,SSP245,2064,22.28018744
BALKH,MPI,SSP245,2065,21.31950151
BALKH,MPI,SSP245,2066,22.73930862
BALKH,MPI,SSP245,2067,23.11076249
BALKH,MPI,SSP245,2068,22.45535027
BALKH,MPI,SSP245,2069,22.66307511
BALKH,MPI,SSP245,2070,22.74249496
BALKH,MPI,SSP245,2071,21.23262637
BALKH,MPI,SSP245,2072,20.8570213
BALKH,MPI,SSP245,2073,22.18785483
BALKH,MPI,SSP245,2074,24.08854002
BALKH,MPI,SSP245,2075,22.83426549
BALKH,MPI,SSP245,2076,23.05012203
BALKH,MPI,SSP245,2077,24.22763184
BALKH,MPI,SSP245,2078,23.3890301
BALKH,MPI,SSP245,2079,23.72617126
BALKH,MPI,SSP245,2080,23.41811263
BALKH,MPI,SSP245,2081,22.50618513
BALKH,MPI,SSP245,2082,22.58770911
BALKH,MPI,SSP245,2083,23.35515737
BALKH,MPI,SSP245,2084,22.02058695
BALKH,MPI,SSP245,2085,22.12317449
BALKH,MPI,SSP245,2086,23.34492449
BALKH,MPI,SSP245,2087,22.44622855
BALKH,MPI,SSP245,2088,23.521051
BALKH,MPI,SSP245,2089,23.16964046
BALKH,MPI,SSP245,2090,22.77710319
BALKH,MPI,SSP245,2091,22.2141955
BALKH,MPI,SSP245,2092,22.64298364
BALKH,MPI,SSP245,2093,23.38794008
BALKH,MPI,SSP245,2094,24.07518752
BALKH,MPI,SSP245,2095,23.46207611
BALKH,MPI,SSP245,2096,22.97998003
BALKH,MPI,SSP245,2097,22.60640044
BALKH,MPI,SSP245,2098,22.76260088
BALKH,MPI,SSP245,2099,21.40437123
BALKH,MPI,SSP245,2100,22.97911448
BALKH,MPI,SSP585,2015,20.3222224
BALKH,MPI,SSP585,2016,19.23015816
BALKH,MPI,SSP585,2017,20.30965739
BALKH,MPI,SSP585,2018,21.84293605
BALKH,MPI,SSP585,2019,21.4085991
BALKH,MPI,SSP585,2020,22.92965449
BALKH,MPI,SSP585,2021,20.32238477
BALKH,MPI,SSP585,2022,21.736031
BALKH,MPI,SSP585,2023,21.78860355
BALKH,MPI,SSP585,2024,20.63669233
BALKH,MPI,SSP585,2025,22.70798472
BALKH,MPI,SSP585,2026,22.43195603
BALKH,MPI,SSP585,2027,21.58582677
BALKH,MPI,SSP585,2028,21.28618986
BALKH,MPI,SSP585,2029,21.29072415
BALKH,MPI,SSP585,2030,20.19620385
BALKH,MPI,SSP585,2031,22.40017015
BALKH,MPI,SSP585,2032,21.91273978
BALKH,MPI,SSP585,2033,21.56130092
BALKH,MPI,SSP585,2034,22.02332146
BALKH,MPI,SSP585,2035,21.90781644
BALKH,MPI,SSP585,2036,22.28631529
BALKH,MPI,SSP585,2037,22.12552549
BALKH,MPI,SSP585,2038,21.45206188
BALKH,MPI,SSP585,2039,22.3334358
BALKH,MPI,SSP585,2040,21.86268577
BALKH,MPI,SSP585,2041,20.82857937
BALKH,MPI,SSP585,2042,21.10599192
BALKH,MPI,SSP585,2043,21.86618725
BALKH,MPI,SSP585,2044,21.7050116
BALKH,MPI,SSP585,2045,23.10067082
BALKH,MPI,SSP585,2046,21.62381211
BALKH,MPI,SSP585,2047,22.41363327
BALKH,MPI,SSP585,2048,21.61682802
BALKH,MPI,SSP585,2049,23.22869666
BALKH,MPI,SSP585,2050,23.12484775
BALKH,MPI,SSP585,2051,22.60306937
BALKH,MPI,SSP585,2052,22.23470813
BALKH,MPI,SSP585,2053,22.79857406
BALKH,MPI,SSP585,2054,22.95402418
BALKH,MPI,SSP585,2055,24.20114168
BALKH,MPI,SSP585,2056,22.07835115
BALKH,MPI,SSP585,2057,22.29067722
BALKH,MPI,SSP585,2058,23.5766256
BALKH,MPI,SSP585,2059,22.72605177
BALKH,MPI,SSP585,2060,23.12782479
BALKH,MPI,SSP585,2061,23.54658569
BALKH,MPI,SSP585,2062,23.2831161
BALKH,MPI,SSP585,2063,23.53227806
BALKH,MPI,SSP585,2064,23.53038752
BALKH,MPI,SSP585,2065,22.7324339
BALKH,MPI,SSP585,2066,22.78534051
BALKH,MPI,SSP585,2067,23.09718876
BALKH,MPI,SSP585,2068,23.58059927
BALKH,MPI,SSP585,2069,23.16748308
BALKH,MPI,SSP585,2070,22.9084426
BALKH,MPI,SSP585,2071,24.23352485
BALKH,MPI,SSP585,2072,23.37605838
BALKH,MPI,SSP585,2073,23.77883812
BALKH,MPI,SSP585,2074,25.36572652
BALKH,MPI,SSP585,2075,24.21884544
BALKH,MPI,SSP585,2076,24.19649586
BALKH,MPI,SSP585,2077,23.65264217
BALKH,MPI,SSP585,2078,25.03125481
BALKH,MPI,SSP585,2079,26.16733454
BALKH,MPI,SSP585,2080,24.61522383
BALKH,MPI,SSP585,2081,23.35733951
BALKH,MPI,SSP585,2082,25.093831
BALKH,MPI,SSP585,2083,24.61341156
BALKH,MPI,SSP585,2084,23.49221598
BALKH,MPI,SSP585,2085,25.14038919
BALKH,MPI,SSP585,2086,24.66673677
BALKH,MPI,SSP585,2087,25.3167177
BALKH,MPI,SSP585,2088,25.08842422
BALKH,MPI,SSP585,2089,25.15501246
BALKH,MPI,SSP585,2090,24.89123851
BALKH,MPI,SSP585,2091,25.41925369
BALKH,MPI,SSP585,2092,26.81146584
BALKH,MPI,SSP585,2093,25.63543937
BALKH,MPI,SSP585,2094,26.59557246
BALKH,MPI,SSP585,2095,25.56925586
BALKH,MPI,SSP585,2096,26.69161978
BALKH,MPI,SSP585,2097,25.00514141
BALKH,MPI,SSP585,2098,25.14651657
BALKH,MPI,SSP585,2099,25.99256345
BALKH,MPI,SSP585,2100,26.08000036
BALKH,MRI,historical,1981,19.14146408
BALKH,MRI,historical,1982,20.03140192
BALKH,MRI,historical,1983,19.76684589
BALKH,MRI,historical,1984,20.26272486
BALKH,MRI,historical,1985,20.34557052
BALKH,MRI,historical,1986,21.47111174
BALKH,MRI,historical,1987,19.65774752
BALKH,MRI,historical,1988,19.21775036
BALKH,MRI,historical,1989,20.4803644
BALKH,MRI,historical,1990,21.67353517
BALKH,MRI,historical,1991,21.56111528
BALKH,MRI,historical,1992,21.0098459
BALKH,MRI,historical,1993,19.21631296
BALKH,MRI,historical,1994,20.82485248
BALKH,MRI,historical,1995,19.8726857
BALKH,MRI,historical,1996,20.1734593
BALKH,MRI,historical,1997,20.50602339
BALKH,MRI,historical,1998,18.75052469
BALKH,MRI,historical,1999,21.11734235
BALKH,MRI,historical,2000,20.86765281
BALKH,MRI,historical,2001,20.10861279
BALKH,MRI,historical,2002,21.60985383
BALKH,MRI,historical,2003,20.50690302
BALKH,MRI,historical,2004,19.96116825
BALKH,MRI,historical,2005,20.5714115
BALKH,MRI,historical,2006,20.55019598
BALKH,MRI,historical,2007,21.00712878
BALKH,MRI,historical,2008,21.36605659
BALKH,MRI,historical,2009,19.6235535
BALKH,MRI,historical,2010,21.84336864
BALKH,MRI,historical,2011,20.99079549
BALKH,MRI,historical,2012,19.64698641
BALKH,MRI,historical,2013,20.73408076
BALKH,MRI,historical,2014,21.23613118
BALKH,MRI,SSP245,2015,21.82110909
BALKH,MRI,SSP245,2016,20.74840566
BALKH,MRI,SSP245,2017,21.22625945
BALKH,MRI,SSP245,2018,22.32751285
BALKH,MRI,SSP245,2019,21.70771517
BALKH,MRI,SSP245,2020,20.81000472
BALKH,MRI,SSP245,2021,21.90591916
BALKH,MRI,SSP245,2022,22.57807182
BALKH,MRI,SSP245,2023,22.81349338
BALKH,MRI,SSP245,2024,22.30938133
BALKH,MRI,SSP245,2025,22.6773972
BALKH,MRI,SSP245,2026,21.56166593
BALKH,MRI,SSP245,2027,21.26955202
BALKH,MRI,SSP245,2028,23.591582
BALKH,MRI,SSP245,2029,21.83819075
BALKH,MRI,SSP245,2030,22.30958991
BALKH,MRI,SSP245,2031,22.60939962
BALKH,MRI,SSP245,2032,22.41658409
BALKH,MRI,SSP245,2033,23.05979282
BALKH,MRI,SSP245,2034,20.69413187
BALKH,MRI,SSP245,2035,22.17768734
BALKH,MRI,SSP245,2036,22.6616842
BALKH,MRI,SSP245,2037,22.67840206
BALKH,MRI,SSP245,2038,22.64158721
BALKH,MRI,SSP245,2039,22.83528257
BALKH,MRI,SSP245,2040,22.84711301
BALKH,MRI,SSP245,2041,23.60934119
BALKH,MRI,SSP245,2042,22.57602733
BALKH,MRI,SSP245,2043,21.12132756
BALKH,MRI,SSP245,2044,22.95471864
BALKH,MRI,SSP245,2045,22.18960006
BALKH,MRI,SSP245,2046,22.75871376
BALKH,MRI,SSP245,2047,23.68615552
BALKH,MRI,SSP245,2048,22.29241659
BALKH,MRI,SSP245,2049,22.17493085
BALKH,MRI,SSP245,2050,22.73203283
BALKH,MRI,SSP245,2051,21.97653387
BALKH,MRI,SSP245,2052,24.3354337
BALKH,MRI,SSP245,2053,22.117251
BALKH,MRI,SSP245,2054,22.86808769
BALKH,MRI,SSP245,2055,23.35247565
BALKH,MRI,SSP245,2056,21.8110039
BALKH,MRI,SSP245,2057,22.45272534
BALKH,MRI,SSP245,2058,23.58103001
BALKH,MRI,SSP245,2059,22.75703808
BALKH,MRI,SSP245,2060,22.44328739
BALKH,MRI,SSP245,2061,22.57723266
BALKH,MRI,SSP245,2062,23.2225885
BALKH,MRI,SSP245,2063,23.72625782
BALKH,MRI,SSP245,2064,24.4985408
BALKH,MRI,SSP245,2065,23.06245601
BALKH,MRI,SSP245,2066,24.04956265
BALKH,MRI,SSP245,2067,23.95842148
BALKH,MRI,SSP245,2068,22.03442173
BALKH,MRI,SSP245,2069,23.6137541
BALKH,MRI,SSP245,2070,23.84036709
