State,Model,Scenario,Year,Tmax_C
ANDAMAN & NICOBAR,GFDL,historical,1981,28.14848242
ANDAMAN & NICOBAR,GFDL,historical,1982,28.25974404
ANDAMAN & NICOBAR,GFDL,historical,1983,28.10915907
ANDAMAN & NICOBAR,GFDL,historical,1984,27.83028107
ANDAMAN & NICOBAR,GFDL,historical,1985,27.76935245
ANDAMAN & NICOBAR,GFDL,historical,1986,27.98799209
ANDAMAN & NICOBAR,GFDL,historical,1987,28.07517681
ANDAMAN & NICOBAR,GFDL,historical,1988,27.92929075
ANDAMAN & NICOBAR,GFDL,historical,1989,27.99670044
ANDAMAN & NICOBAR,GFDL,historical,1990,28.28693596
ANDAMAN & NICOBAR,GFDL,historical,1991,28.46485323
ANDAMAN & NICOBAR,GFDL,historical,1992,27.61884292
ANDAMAN & NICOBAR,GFDL,historical,1993,27.62494732
ANDAMAN & NICOBAR,GFDL,historical,1994,28.16752843
ANDAMAN & NICOBAR,GFDL,historical,1995,28.02468459
ANDAMAN & NICOBAR,GFDL,historical,1996,27.88466386
ANDAMAN & NICOBAR,GFDL,historical,1997,28.1511708
ANDAMAN & NICOBAR,GFDL,historical,1998,28.08292235
ANDAMAN & NICOBAR,GFDL,historical,1999,28.16260268
ANDAMAN & NICOBAR,GFDL,historical,2000,28.17532297
ANDAMAN & NICOBAR,GFDL,historical,2001,28.57444464
ANDAMAN & NICOBAR,GFDL,historical,2002,28.53341787
ANDAMAN & NICOBAR,GFDL,historical,2003,28.20869339
ANDAMAN & NICOBAR,GFDL,historical,2004,28.64996549
ANDAMAN & NICOBAR,GFDL,historical,2005,28.35506829
ANDAMAN & NICOBAR,GFDL,historical,2006,28.17400403
ANDAMAN & NICOBAR,GFDL,historical,2007,28.31971962
ANDAMAN & NICOBAR,GFDL,historical,2008,28.40541995
ANDAMAN & NICOBAR,GFDL,historical,2009,28.49002597
ANDAMAN & NICOBAR,GFDL,historical,2010,28.42357295
ANDAMAN & NICOBAR,GFDL,historical,2011,28.2178307
ANDAMAN & NICOBAR,GFDL,historical,2012,28.50560231
ANDAMAN & NICOBAR,GFDL,historical,2013,28.72807018
ANDAMAN & NICOBAR,GFDL,historical,2014,28.3476472
ANDAMAN & NICOBAR,GFDL,SSP245,2015,28.3891004
ANDAMAN & NICOBAR,GFDL,SSP245,2016,28.41913622
ANDAMAN & NICOBAR,GFDL,SSP245,2017,28.5530389
ANDAMAN & NICOBAR,GFDL,SSP245,2018,28.77428211
ANDAMAN & NICOBAR,GFDL,SSP245,2019,28.83268344
ANDAMAN & NICOBAR,GFDL,SSP245,2020,28.62011859
ANDAMAN & NICOBAR,GFDL,SSP245,2021,28.51023473
ANDAMAN & NICOBAR,GFDL,SSP245,2022,28.62195036
ANDAMAN & NICOBAR,GFDL,SSP245,2023,28.75186894
ANDAMAN & NICOBAR,GFDL,SSP245,2024,28.865655
ANDAMAN & NICOBAR,GFDL,SSP245,2025,28.37836184
ANDAMAN & NICOBAR,GFDL,SSP245,2026,28.87069763
ANDAMAN & NICOBAR,GFDL,SSP245,2027,28.76904726
ANDAMAN & NICOBAR,GFDL,SSP245,2028,28.63747283
ANDAMAN & NICOBAR,GFDL,SSP245,2029,28.70171662
ANDAMAN & NICOBAR,GFDL,SSP245,2030,28.56065313
ANDAMAN & NICOBAR,GFDL,SSP245,2031,28.65012742
ANDAMAN & NICOBAR,GFDL,SSP245,2032,28.5425108
ANDAMAN & NICOBAR,GFDL,SSP245,2033,28.5455054
ANDAMAN & NICOBAR,GFDL,SSP245,2034,28.854414
ANDAMAN & NICOBAR,GFDL,SSP245,2035,28.76640385
ANDAMAN & NICOBAR,GFDL,SSP245,2036,28.69161342
ANDAMAN & NICOBAR,GFDL,SSP245,2037,28.84676242
ANDAMAN & NICOBAR,GFDL,SSP245,2038,29.02066811
ANDAMAN & NICOBAR,GFDL,SSP245,2039,28.83262872
ANDAMAN & NICOBAR,GFDL,SSP245,2040,28.97206367
ANDAMAN & NICOBAR,GFDL,SSP245,2041,28.91122539
ANDAMAN & NICOBAR,GFDL,SSP245,2042,28.77767173
ANDAMAN & NICOBAR,GFDL,SSP245,2043,28.91695628
ANDAMAN & NICOBAR,GFDL,SSP245,2044,28.65360455
ANDAMAN & NICOBAR,GFDL,SSP245,2045,28.69768014
ANDAMAN & NICOBAR,GFDL,SSP245,2046,28.73752837
ANDAMAN & NICOBAR,GFDL,SSP245,2047,29.22906126
ANDAMAN & NICOBAR,GFDL,SSP245,2048,29.11207117
ANDAMAN & NICOBAR,GFDL,SSP245,2049,29.36122955
ANDAMAN & NICOBAR,GFDL,SSP245,2050,29.04616442
ANDAMAN & NICOBAR,GFDL,SSP245,2051,29.29821127
ANDAMAN & NICOBAR,GFDL,SSP245,2052,29.14144916
ANDAMAN & NICOBAR,GFDL,SSP245,2053,29.37239038
ANDAMAN & NICOBAR,GFDL,SSP245,2054,28.90367739
ANDAMAN & NICOBAR,GFDL,SSP245,2055,29.28689585
ANDAMAN & NICOBAR,GFDL,SSP245,2056,29.36292656
ANDAMAN & NICOBAR,GFDL,SSP245,2057,29.60212865
ANDAMAN & NICOBAR,GFDL,SSP245,2058,29.12238188
ANDAMAN & NICOBAR,GFDL,SSP245,2059,29.15051075
ANDAMAN & NICOBAR,GFDL,SSP245,2060,29.29315859
ANDAMAN & NICOBAR,GFDL,SSP245,2061,29.42045764
ANDAMAN & NICOBAR,GFDL,SSP245,2062,29.22330097
ANDAMAN & NICOBAR,GFDL,SSP245,2063,29.39435691
ANDAMAN & NICOBAR,GFDL,SSP245,2064,29.7008374
ANDAMAN & NICOBAR,GFDL,SSP245,2065,29.13960422
ANDAMAN & NICOBAR,GFDL,SSP245,2066,29.29087679
ANDAMAN & NICOBAR,GFDL,SSP245,2067,29.12910539
ANDAMAN & NICOBAR,GFDL,SSP245,2068,29.50574756
ANDAMAN & NICOBAR,GFDL,SSP245,2069,29.47817668
ANDAMAN & NICOBAR,GFDL,SSP245,2070,29.48869344
ANDAMAN & NICOBAR,GFDL,SSP245,2071,29.43230818
ANDAMAN & NICOBAR,GFDL,SSP245,2072,29.50632754
ANDAMAN & NICOBAR,GFDL,SSP245,2073,29.42618038
ANDAMAN & NICOBAR,GFDL,SSP245,2074,29.35875846
ANDAMAN & NICOBAR,GFDL,SSP245,2075,29.6669357
ANDAMAN & NICOBAR,GFDL,SSP245,2076,29.67936641
ANDAMAN & NICOBAR,GFDL,SSP245,2077,29.5788102
ANDAMAN & NICOBAR,GFDL,SSP245,2078,29.35109918
ANDAMAN & NICOBAR,GFDL,SSP245,2079,29.53162494
ANDAMAN & NICOBAR,GFDL,SSP245,2080,29.51849825
ANDAMAN & NICOBAR,GFDL,SSP245,2081,29.35626937
ANDAMAN & NICOBAR,GFDL,SSP245,2082,29.68571668
ANDAMAN & NICOBAR,GFDL,SSP245,2083,29.72070739
ANDAMAN & NICOBAR,GFDL,SSP245,2084,29.29359434
ANDAMAN & NICOBAR,GFDL,SSP245,2085,29.54369885
ANDAMAN & NICOBAR,GFDL,SSP245,2086,30.05677965
ANDAMAN & NICOBAR,GFDL,SSP245,2087,29.57982495
ANDAMAN & NICOBAR,GFDL,SSP245,2088,29.5465829
ANDAMAN & NICOBAR,GFDL,SSP245,2089,29.58522575
ANDAMAN & NICOBAR,GFDL,SSP245,2090,29.68980087
ANDAMAN & NICOBAR,GFDL,SSP245,2091,29.30806521
ANDAMAN & NICOBAR,GFDL,SSP245,2092,29.53545639
ANDAMAN & NICOBAR,GFDL,SSP245,2093,29.37505766
ANDAMAN & NICOBAR,GFDL,SSP245,2094,29.5180022
ANDAMAN & NICOBAR,GFDL,SSP245,2095,29.79274638
ANDAMAN & NICOBAR,GFDL,SSP245,2096,29.53474309
ANDAMAN & NICOBAR,GFDL,SSP245,2097,29.55619919
ANDAMAN & NICOBAR,GFDL,SSP245,2098,29.89683556
ANDAMAN & NICOBAR,GFDL,SSP245,2099,29.32464602
ANDAMAN & NICOBAR,GFDL,SSP245,2100,29.67120339
ANDAMAN & NICOBAR,GFDL,SSP585,2015,28.31936801
ANDAMAN & NICOBAR,GFDL,SSP585,2016,28.5681674
ANDAMAN & NICOBAR,GFDL,SSP585,2017,29.00638719
ANDAMAN & NICOBAR,GFDL,SSP585,2018,28.68656937
ANDAMAN & NICOBAR,GFDL,SSP585,2019,28.64683808
ANDAMAN & NICOBAR,GFDL,SSP585,2020,28.22520279
ANDAMAN & NICOBAR,GFDL,SSP585,2021,28.71038444
ANDAMAN & NICOBAR,GFDL,SSP585,2022,28.70774227
ANDAMAN & NICOBAR,GFDL,SSP585,2023,28.51366548
ANDAMAN & NICOBAR,GFDL,SSP585,2024,28.40539479
ANDAMAN & NICOBAR,GFDL,SSP585,2025,28.74317492
ANDAMAN & NICOBAR,GFDL,SSP585,2026,28.57666042
ANDAMAN & NICOBAR,GFDL,SSP585,2027,28.59936047
ANDAMAN & NICOBAR,GFDL,SSP585,2028,28.89044761
ANDAMAN & NICOBAR,GFDL,SSP585,2029,28.99259938
ANDAMAN & NICOBAR,GFDL,SSP585,2030,28.55954531
ANDAMAN & NICOBAR,GFDL,SSP585,2031,28.75047136
ANDAMAN & NICOBAR,GFDL,SSP585,2032,29.08615215
ANDAMAN & NICOBAR,GFDL,SSP585,2033,29.14971837
ANDAMAN & NICOBAR,GFDL,SSP585,2034,28.80048882
ANDAMAN & NICOBAR,GFDL,SSP585,2035,28.46469541
ANDAMAN & NICOBAR,GFDL,SSP585,2036,28.98329107
ANDAMAN & NICOBAR,GFDL,SSP585,2037,29.04836731
ANDAMAN & NICOBAR,GFDL,SSP585,2038,28.98173669
ANDAMAN & NICOBAR,GFDL,SSP585,2039,28.97714384
ANDAMAN & NICOBAR,GFDL,SSP585,2040,29.00315478
ANDAMAN & NICOBAR,GFDL,SSP585,2041,28.83580542
ANDAMAN & NICOBAR,GFDL,SSP585,2042,28.68838661
ANDAMAN & NICOBAR,GFDL,SSP585,2043,29.08547264
ANDAMAN & NICOBAR,GFDL,SSP585,2044,29.33296124
ANDAMAN & NICOBAR,GFDL,SSP585,2045,29.50824805
ANDAMAN & NICOBAR,GFDL,SSP585,2046,29.08792916
ANDAMAN & NICOBAR,GFDL,SSP585,2047,29.09649012
ANDAMAN & NICOBAR,GFDL,SSP585,2048,29.29124433
ANDAMAN & NICOBAR,GFDL,SSP585,2049,29.58903744
ANDAMAN & NICOBAR,GFDL,SSP585,2050,28.87992806
ANDAMAN & NICOBAR,GFDL,SSP585,2051,29.39800728
ANDAMAN & NICOBAR,GFDL,SSP585,2052,29.70502629
ANDAMAN & NICOBAR,GFDL,SSP585,2053,29.51180658
ANDAMAN & NICOBAR,GFDL,SSP585,2054,29.4291366
ANDAMAN & NICOBAR,GFDL,SSP585,2055,30.02877263
ANDAMAN & NICOBAR,GFDL,SSP585,2056,29.7524678
ANDAMAN & NICOBAR,GFDL,SSP585,2057,29.69503067
ANDAMAN & NICOBAR,GFDL,SSP585,2058,29.43657027
ANDAMAN & NICOBAR,GFDL,SSP585,2059,29.79701214
ANDAMAN & NICOBAR,GFDL,SSP585,2060,29.56992455
ANDAMAN & NICOBAR,GFDL,SSP585,2061,29.71005581
ANDAMAN & NICOBAR,GFDL,SSP585,2062,29.61851818
ANDAMAN & NICOBAR,GFDL,SSP585,2063,29.47385935
ANDAMAN & NICOBAR,GFDL,SSP585,2064,30.12596885
ANDAMAN & NICOBAR,GFDL,SSP585,2065,29.83060959
ANDAMAN & NICOBAR,GFDL,SSP585,2066,29.80826934
ANDAMAN & NICOBAR,GFDL,SSP585,2067,29.78729209
ANDAMAN & NICOBAR,GFDL,SSP585,2068,29.80892931
ANDAMAN & NICOBAR,GFDL,SSP585,2069,30.01104313
ANDAMAN & NICOBAR,GFDL,SSP585,2070,30.22229255
ANDAMAN & NICOBAR,GFDL,SSP585,2071,30.28605904
ANDAMAN & NICOBAR,GFDL,SSP585,2072,29.88244491
ANDAMAN & NICOBAR,GFDL,SSP585,2073,30.34455718
ANDAMAN & NICOBAR,GFDL,SSP585,2074,30.26460759
ANDAMAN & NICOBAR,GFDL,SSP585,2075,30.37824502
ANDAMAN & NICOBAR,GFDL,SSP585,2076,30.15552177
ANDAMAN & NICOBAR,GFDL,SSP585,2077,30.55068585
ANDAMAN & NICOBAR,GFDL,SSP585,2078,30.6773438
ANDAMAN & NICOBAR,GFDL,SSP585,2079,30.42899424
ANDAMAN & NICOBAR,GFDL,SSP585,2080,30.09277628
ANDAMAN & NICOBAR,GFDL,SSP585,2081,30.48757952
ANDAMAN & NICOBAR,GFDL,SSP585,2082,30.87121398
ANDAMAN & NICOBAR,GFDL,SSP585,2083,30.54825502
ANDAMAN & NICOBAR,GFDL,SSP585,2084,30.5349353
ANDAMAN & NICOBAR,GFDL,SSP585,2085,30.46480506
ANDAMAN & NICOBAR,GFDL,SSP585,2086,30.82311592
ANDAMAN & NICOBAR,GFDL,SSP585,2087,30.47586581
ANDAMAN & NICOBAR,GFDL,SSP585,2088,30.54714439
ANDAMAN & NICOBAR,GFDL,SSP585,2089,31.02139104
ANDAMAN & NICOBAR,GFDL,SSP585,2090,30.79051456
ANDAMAN & NICOBAR,GFDL,SSP585,2091,30.95142203
ANDAMAN & NICOBAR,GFDL,SSP585,2092,30.53603883
ANDAMAN & NICOBAR,GFDL,SSP585,2093,30.68846418
ANDAMAN & NICOBAR,GFDL,SSP585,2094,30.68039448
ANDAMAN & NICOBAR,GFDL,SSP585,2095,30.87142102
ANDAMAN & NICOBAR,GFDL,SSP585,2096,31.26552651
ANDAMAN & NICOBAR,GFDL,SSP585,2097,30.65028576
ANDAMAN & NICOBAR,GFDL,SSP585,2098,31.13328569
ANDAMAN & NICOBAR,GFDL,SSP585,2099,31.37901649
ANDAMAN & NICOBAR,GFDL,SSP585,2100,31.0054541
ANDAMAN & NICOBAR,MPI,historical,1981,28.00690449
ANDAMAN & NICOBAR,MPI,historical,1982,28.07960478
ANDAMAN & NICOBAR,MPI,historical,1983,27.77621027
ANDAMAN & NICOBAR,MPI,historical,1984,28.12329362
ANDAMAN & NICOBAR,MPI,historical,1985,28.10844577
ANDAMAN & NICOBAR,MPI,historical,1986,28.27371978
ANDAMAN & NICOBAR,MPI,historical,1987,28.21444908
ANDAMAN & NICOBAR,MPI,historical,1988,28.1543183
ANDAMAN & NICOBAR,MPI,historical,1989,28.05272604
ANDAMAN & NICOBAR,MPI,historical,1990,28.20348006
ANDAMAN & NICOBAR,MPI,historical,1991,27.87413961
ANDAMAN & NICOBAR,MPI,historical,1992,27.5890774
ANDAMAN & NICOBAR,MPI,historical,1993,27.78625361
ANDAMAN & NICOBAR,MPI,historical,1994,28.11637917
ANDAMAN & NICOBAR,MPI,historical,1995,28.45697013
ANDAMAN & NICOBAR,MPI,historical,1996,28.14021796
ANDAMAN & NICOBAR,MPI,historical,1997,27.93936409
ANDAMAN & NICOBAR,MPI,historical,1998,28.28335194
ANDAMAN & NICOBAR,MPI,historical,1999,28.18075374
ANDAMAN & NICOBAR,MPI,historical,2000,28.24535473
ANDAMAN & NICOBAR,MPI,historical,2001,28.38075998
ANDAMAN & NICOBAR,MPI,historical,2002,28.4188937
ANDAMAN & NICOBAR,MPI,historical,2003,28.25831777
ANDAMAN & NICOBAR,MPI,historical,2004,28.11731372
ANDAMAN & NICOBAR,MPI,historical,2005,27.88823787
ANDAMAN & NICOBAR,MPI,historical,2006,28.1370802
ANDAMAN & NICOBAR,MPI,historical,2007,28.16972749
ANDAMAN & NICOBAR,MPI,historical,2008,28.12288616
ANDAMAN & NICOBAR,MPI,historical,2009,28.28361527
ANDAMAN & NICOBAR,MPI,historical,2010,28.36557481
ANDAMAN & NICOBAR,MPI,historical,2011,28.47984726
ANDAMAN & NICOBAR,MPI,historical,2012,28.60921555
ANDAMAN & NICOBAR,MPI,historical,2013,28.49470172
ANDAMAN & NICOBAR,MPI,historical,2014,28.82844193
ANDAMAN & NICOBAR,MPI,SSP245,2015,28.27437935
ANDAMAN & NICOBAR,MPI,SSP245,2016,28.08736717
ANDAMAN & NICOBAR,MPI,SSP245,2017,28.23656617
ANDAMAN & NICOBAR,MPI,SSP245,2018,27.99314568
ANDAMAN & NICOBAR,MPI,SSP245,2019,28.45243413
ANDAMAN & NICOBAR,MPI,SSP245,2020,28.57183888
ANDAMAN & NICOBAR,MPI,SSP245,2021,28.48689726
ANDAMAN & NICOBAR,MPI,SSP245,2022,28.4495395
ANDAMAN & NICOBAR,MPI,SSP245,2023,28.3107856
ANDAMAN & NICOBAR,MPI,SSP245,2024,28.36478633
ANDAMAN & NICOBAR,MPI,SSP245,2025,28.63846187
ANDAMAN & NICOBAR,MPI,SSP245,2026,28.44062399
ANDAMAN & NICOBAR,MPI,SSP245,2027,28.24843455
ANDAMAN & NICOBAR,MPI,SSP245,2028,28.29700836
ANDAMAN & NICOBAR,MPI,SSP245,2029,28.5307664
ANDAMAN & NICOBAR,MPI,SSP245,2030,28.33167447
ANDAMAN & NICOBAR,MPI,SSP245,2031,28.3358356
ANDAMAN & NICOBAR,MPI,SSP245,2032,28.60139932
ANDAMAN & NICOBAR,MPI,SSP245,2033,28.56403371
ANDAMAN & NICOBAR,MPI,SSP245,2034,28.66274007
ANDAMAN & NICOBAR,MPI,SSP245,2035,28.71398029
ANDAMAN & NICOBAR,MPI,SSP245,2036,28.35423406
ANDAMAN & NICOBAR,MPI,SSP245,2037,28.57145235
ANDAMAN & NICOBAR,MPI,SSP245,2038,28.91415158
ANDAMAN & NICOBAR,MPI,SSP245,2039,28.42336606
ANDAMAN & NICOBAR,MPI,SSP245,2040,28.43207145
ANDAMAN & NICOBAR,MPI,SSP245,2041,28.7145663
ANDAMAN & NICOBAR,MPI,SSP245,2042,28.81245045
ANDAMAN & NICOBAR,MPI,SSP245,2043,28.57791214
ANDAMAN & NICOBAR,MPI,SSP245,2044,28.25214597
ANDAMAN & NICOBAR,MPI,SSP245,2045,28.3775326
ANDAMAN & NICOBAR,MPI,SSP245,2046,28.55021406
ANDAMAN & NICOBAR,MPI,SSP245,2047,28.95921661
ANDAMAN & NICOBAR,MPI,SSP245,2048,28.89878845
ANDAMAN & NICOBAR,MPI,SSP245,2049,28.6723252
ANDAMAN & NICOBAR,MPI,SSP245,2050,28.82695969
ANDAMAN & NICOBAR,MPI,SSP245,2051,29.29669533
ANDAMAN & NICOBAR,MPI,SSP245,2052,28.96421867
ANDAMAN & NICOBAR,MPI,SSP245,2053,28.8072811
ANDAMAN & NICOBAR,MPI,SSP245,2054,29.17617873
ANDAMAN & NICOBAR,MPI,SSP245,2055,28.95212903
ANDAMAN & NICOBAR,MPI,SSP245,2056,28.59487018
ANDAMAN & NICOBAR,MPI,SSP245,2057,28.66240767
ANDAMAN & NICOBAR,MPI,SSP245,2058,29.21854452
ANDAMAN & NICOBAR,MPI,SSP245,2059,29.23395378
ANDAMAN & NICOBAR,MPI,SSP245,2060,28.94443541
ANDAMAN & NICOBAR,MPI,SSP245,2061,28.84511526
ANDAMAN & NICOBAR,MPI,SSP245,2062,28.67356107
ANDAMAN & NICOBAR,MPI,SSP245,2063,29.5333102
ANDAMAN & NICOBAR,MPI,SSP245,2064,29.35276899
ANDAMAN & NICOBAR,MPI,SSP245,2065,29.04009111
ANDAMAN & NICOBAR,MPI,SSP245,2066,29.43631086
ANDAMAN & NICOBAR,MPI,SSP245,2067,29.16371418
ANDAMAN & NICOBAR,MPI,SSP245,2068,29.09942157
ANDAMAN & NICOBAR,MPI,SSP245,2069,28.82306307
ANDAMAN & NICOBAR,MPI,SSP245,2070,29.17942478
ANDAMAN & NICOBAR,MPI,SSP245,2071,29.5666598
ANDAMAN & NICOBAR,MPI,SSP245,2072,29.30642098
ANDAMAN & NICOBAR,MPI,SSP245,2073,29.331247
ANDAMAN & NICOBAR,MPI,SSP245,2074,29.3248637
ANDAMAN & NICOBAR,MPI,SSP245,2075,29.60673
ANDAMAN & NICOBAR,MPI,SSP245,2076,29.30244664
ANDAMAN & NICOBAR,MPI,SSP245,2077,29.41784679
ANDAMAN & NICOBAR,MPI,SSP245,2078,29.44954215
ANDAMAN & NICOBAR,MPI,SSP245,2079,29.19819004
ANDAMAN & NICOBAR,MPI,SSP245,2080,29.33102131
ANDAMAN & NICOBAR,MPI,SSP245,2081,29.22788165
ANDAMAN & NICOBAR,MPI,SSP245,2082,29.39862831
ANDAMAN & NICOBAR,MPI,SSP245,2083,29.31798096
ANDAMAN & NICOBAR,MPI,SSP245,2084,29.1958764
ANDAMAN & NICOBAR,MPI,SSP245,2085,29.33668177
ANDAMAN & NICOBAR,MPI,SSP245,2086,29.36229178
ANDAMAN & NICOBAR,MPI,SSP245,2087,29.3660957
ANDAMAN & NICOBAR,MPI,SSP245,2088,29.41665075
ANDAMAN & NICOBAR,MPI,SSP245,2089,29.41450313
ANDAMAN & NICOBAR,MPI,SSP245,2090,29.6526697
ANDAMAN & NICOBAR,MPI,SSP245,2091,29.4693047
ANDAMAN & NICOBAR,MPI,SSP245,2092,29.31727612
ANDAMAN & NICOBAR,MPI,SSP245,2093,29.24183972
ANDAMAN & NICOBAR,MPI,SSP245,2094,29.41427225
ANDAMAN & NICOBAR,MPI,SSP245,2095,29.28049394
ANDAMAN & NICOBAR,MPI,SSP245,2096,29.47284861
ANDAMAN & NICOBAR,MPI,SSP245,2097,29.47416058
ANDAMAN & NICOBAR,MPI,SSP245,2098,29.44327828
ANDAMAN & NICOBAR,MPI,SSP245,2099,29.28987244
ANDAMAN & NICOBAR,MPI,SSP245,2100,29.35567087
ANDAMAN & NICOBAR,MPI,SSP585,2015,28.14525503
ANDAMAN & NICOBAR,MPI,SSP585,2016,28.04932564
ANDAMAN & NICOBAR,MPI,SSP585,2017,28.29373293
ANDAMAN & NICOBAR,MPI,SSP585,2018,28.10434967
ANDAMAN & NICOBAR,MPI,SSP585,2019,28.30084435
ANDAMAN & NICOBAR,MPI,SSP585,2020,28.47111138
ANDAMAN & NICOBAR,MPI,SSP585,2021,28.26798334
ANDAMAN & NICOBAR,MPI,SSP585,2022,28.29850861
ANDAMAN & NICOBAR,MPI,SSP585,2023,28.20342948
ANDAMAN & NICOBAR,MPI,SSP585,2024,27.8460621
ANDAMAN & NICOBAR,MPI,SSP585,2025,28.22460098
ANDAMAN & NICOBAR,MPI,SSP585,2026,28.22878038
ANDAMAN & NICOBAR,MPI,SSP585,2027,28.52126117
ANDAMAN & NICOBAR,MPI,SSP585,2028,28.15178227
ANDAMAN & NICOBAR,MPI,SSP585,2029,28.56375393
ANDAMAN & NICOBAR,MPI,SSP585,2030,28.557257
ANDAMAN & NICOBAR,MPI,SSP585,2031,28.8023514
ANDAMAN & NICOBAR,MPI,SSP585,2032,28.62437027
ANDAMAN & NICOBAR,MPI,SSP585,2033,28.34282798
ANDAMAN & NICOBAR,MPI,SSP585,2034,28.5614388
ANDAMAN & NICOBAR,MPI,SSP585,2035,28.64927268
ANDAMAN & NICOBAR,MPI,SSP585,2036,28.60777727
ANDAMAN & NICOBAR,MPI,SSP585,2037,28.25109422
ANDAMAN & NICOBAR,MPI,SSP585,2038,28.91013153
ANDAMAN & NICOBAR,MPI,SSP585,2039,28.68363668
ANDAMAN & NICOBAR,MPI,SSP585,2040,28.3797055
ANDAMAN & NICOBAR,MPI,SSP585,2041,28.41869062
ANDAMAN & NICOBAR,MPI,SSP585,2042,28.65662597
ANDAMAN & NICOBAR,MPI,SSP585,2043,28.86695181
ANDAMAN & NICOBAR,MPI,SSP585,2044,28.73015505
ANDAMAN & NICOBAR,MPI,SSP585,2045,28.70989476
ANDAMAN & NICOBAR,MPI,SSP585,2046,28.71616071
ANDAMAN & NICOBAR,MPI,SSP585,2047,28.92453133
ANDAMAN & NICOBAR,MPI,SSP585,2048,28.95968487
ANDAMAN & NICOBAR,MPI,SSP585,2049,29.29130925
ANDAMAN & NICOBAR,MPI,SSP585,2050,29.29412439
ANDAMAN & NICOBAR,MPI,SSP585,2051,29.06443961
ANDAMAN & NICOBAR,MPI,SSP585,2052,29.03786602
ANDAMAN & NICOBAR,MPI,SSP585,2053,29.07013774
ANDAMAN & NICOBAR,MPI,SSP585,2054,29.40421052
ANDAMAN & NICOBAR,MPI,SSP585,2055,29.19976458
ANDAMAN & NICOBAR,MPI,SSP585,2056,29.18718492
ANDAMAN & NICOBAR,MPI,SSP585,2057,29.28476929
ANDAMAN & NICOBAR,MPI,SSP585,2058,29.40328293
ANDAMAN & NICOBAR,MPI,SSP585,2059,29.32215273
ANDAMAN & NICOBAR,MPI,SSP585,2060,29.516801
ANDAMAN & NICOBAR,MPI,SSP585,2061,29.93499317
ANDAMAN & NICOBAR,MPI,SSP585,2062,29.34084429
ANDAMAN & NICOBAR,MPI,SSP585,2063,29.62924162
ANDAMAN & NICOBAR,MPI,SSP585,2064,29.39479503
ANDAMAN & NICOBAR,MPI,SSP585,2065,29.78320102
ANDAMAN & NICOBAR,MPI,SSP585,2066,29.91437521
ANDAMAN & NICOBAR,MPI,SSP585,2067,29.64833574
ANDAMAN & NICOBAR,MPI,SSP585,2068,29.35419459
ANDAMAN & NICOBAR,MPI,SSP585,2069,29.86155346
ANDAMAN & NICOBAR,MPI,SSP585,2070,30.39538336
ANDAMAN & NICOBAR,MPI,SSP585,2071,30.05341091
ANDAMAN & NICOBAR,MPI,SSP585,2072,29.76455366
ANDAMAN & NICOBAR,MPI,SSP585,2073,30.30203899
ANDAMAN & NICOBAR,MPI,SSP585,2074,29.90396739
ANDAMAN & NICOBAR,MPI,SSP585,2075,29.83514331
ANDAMAN & NICOBAR,MPI,SSP585,2076,29.92886708
ANDAMAN & NICOBAR,MPI,SSP585,2077,29.81987792
ANDAMAN & NICOBAR,MPI,SSP585,2078,29.80468969
ANDAMAN & NICOBAR,MPI,SSP585,2079,30.26084249
ANDAMAN & NICOBAR,MPI,SSP585,2080,29.92294601
ANDAMAN & NICOBAR,MPI,SSP585,2081,30.21605759
ANDAMAN & NICOBAR,MPI,SSP585,2082,30.19137905
ANDAMAN & NICOBAR,MPI,SSP585,2083,30.73657814
ANDAMAN & NICOBAR,MPI,SSP585,2084,30.01966509
ANDAMAN & NICOBAR,MPI,SSP585,2085,30.69544912
ANDAMAN & NICOBAR,MPI,SSP585,2086,30.33882202
ANDAMAN & NICOBAR,MPI,SSP585,2087,30.24051489
ANDAMAN & NICOBAR,MPI,SSP585,2088,30.41467603
ANDAMAN & NICOBAR,MPI,SSP585,2089,30.59632806
ANDAMAN & NICOBAR,MPI,SSP585,2090,30.53170666
ANDAMAN & NICOBAR,MPI,SSP585,2091,31.14523361
ANDAMAN & NICOBAR,MPI,SSP585,2092,30.81455973
ANDAMAN & NICOBAR,MPI,SSP585,2093,30.96458483
ANDAMAN & NICOBAR,MPI,SSP585,2094,30.89588086
ANDAMAN & NICOBAR,MPI,SSP585,2095,30.79043448
ANDAMAN & NICOBAR,MPI,SSP585,2096,30.91161471
ANDAMAN & NICOBAR,MPI,SSP585,2097,31.10242553
ANDAMAN & NICOBAR,MPI,SSP585,2098,31.40027875
ANDAMAN & NICOBAR,MPI,SSP585,2099,31.48299118
ANDAMAN & NICOBAR,MPI,SSP585,2100,31.04032738
ANDAMAN & NICOBAR,MRI,historical,1981,28.03132527
ANDAMAN & NICOBAR,MRI,historical,1982,28.11708024
ANDAMAN & NICOBAR,MRI,historical,1983,28.08986661
ANDAMAN & NICOBAR,MRI,historical,1984,28.01787472
ANDAMAN & NICOBAR,MRI,historical,1985,28.38869568
ANDAMAN & NICOBAR,MRI,historical,1986,28.46228025
ANDAMAN & NICOBAR,MRI,historical,1987,27.9122962
ANDAMAN & NICOBAR,MRI,historical,1988,28.69463931
ANDAMAN & NICOBAR,MRI,historical,1989,27.89280548
ANDAMAN & NICOBAR,MRI,historical,1990,27.52208876
