Filename,Unsuitable,Suitable,Adaptation Benefits,Unsuitable_Area,Suitable_Area,Adaptation Benefits_Area
Chickpea_Afghanistan_Suitability_Chickpea_ADPTI,0,0,250,0,0,4200.6836
Chickpea_Afghanistan_Suitability_Chickpea_ADVAR,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_BBFIB,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_FRT,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_INSUR,0,0,250,0,0,4200.6836
Chickpea_Afghanistan_Suitability_Chickpea_LASLV,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_MICIR,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_MULCH,0,0,250,0,0,4200.6836
Chickpea_Afghanistan_Suitability_Chickpea_PNMHT,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_PNMLT,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_PWMGT,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_WEAGA,0,0,250,0,0,4200.6836
Chickpea_Afghanistan_Suitability_Chickpea_WHSRC,250,0,0,4200.6836,0,0
Chickpea_Afghanistan_Suitability_Chickpea_ZTILL,0,0,250,0,0,4200.6836
Chickpea_BADAKHSHAN_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_BADAKHSHAN_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_BADGHIS_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_BAGHLAN_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_BagmatiDIV_Suitability_Chickpea_ADPTI,50,0,1750,7746.305,0,505488.2
Chickpea_BagmatiDIV_Suitability_Chickpea_ADVAR,1675,0,125,482845,0,30389.516
Chickpea_BagmatiDIV_Suitability_Chickpea_BBFIB,1750,50,0,506713.44,6521.0576,0
Chickpea_BagmatiDIV_Suitability_Chickpea_FRT,1675,0,125,482845,0,30389.516
Chickpea_BagmatiDIV_Suitability_Chickpea_INSUR,50,0,1750,7746.305,0,505488.2
Chickpea_BagmatiDIV_Suitability_Chickpea_LASLV,1675,0,125,482845,0,30389.516
Chickpea_BagmatiDIV_Suitability_Chickpea_MICIR,1800,0,0,513234.5,0,0
Chickpea_BagmatiDIV_Suitability_Chickpea_MULCH,1800,0,0,513234.5,0,0
Chickpea_BagmatiDIV_Suitability_Chickpea_PNMHT,1800,0,0,513234.5,0,0
Chickpea_BagmatiDIV_Suitability_Chickpea_PNMLT,1675,0,125,482845,0,30389.516
Chickpea_BagmatiDIV_Suitability_Chickpea_PWMGT,1800,0,0,513234.5,0,0
Chickpea_BagmatiDIV_Suitability_Chickpea_WEAGA,50,0,1750,7746.305,0,505488.2
Chickpea_BagmatiDIV_Suitability_Chickpea_WHSRC,1675,0,125,482845,0,30389.516
Chickpea_BagmatiDIV_Suitability_Chickpea_ZTILL,50,0,1750,7746.305,0,505488.2
Chickpea_BALKH_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_BALKH_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_BAMYAN_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_Bangladesh_Suitability_Chickpea_ADPTI,550,75,17025,553595.7,92564.945,22035520
Chickpea_Bangladesh_Suitability_Chickpea_ADVAR,550,0,17100,553595.7,0,22128086
Chickpea_Bangladesh_Suitability_Chickpea_BBFIB,3075,14575,0,3544052.8,19137628,0
Chickpea_Bangladesh_Suitability_Chickpea_FRT,550,0,17100,553595.7,0,22128086
Chickpea_Bangladesh_Suitability_Chickpea_INSUR,0,0,17650,0,0,22681680
Chickpea_Bangladesh_Suitability_Chickpea_LASLV,550,75,17025,553595.7,92564.945,22035520
Chickpea_Bangladesh_Suitability_Chickpea_MICIR,3075,0,14575,3544052.8,0,19137628
Chickpea_Bangladesh_Suitability_Chickpea_MULCH,12425,50,5175,16016060,57779.484,6607842
Chickpea_Bangladesh_Suitability_Chickpea_PNMHT,3075,0,14575,3544052.8,0,19137628
Chickpea_Bangladesh_Suitability_Chickpea_PNMLT,550,0,17100,553595.7,0,22128086
Chickpea_Bangladesh_Suitability_Chickpea_PWMGT,3075,0,14575,3544052.8,0,19137628
Chickpea_Bangladesh_Suitability_Chickpea_WEAGA,0,0,17650,0,0,22681680
Chickpea_Bangladesh_Suitability_Chickpea_WHSRC,15125,50,2475,19691224,57779.484,2932677.8
Chickpea_Bangladesh_Suitability_Chickpea_ZTILL,550,0,17100,553595.7,0,22128086
Chickpea_BarisalDIV_Suitability_Chickpea_ADPTI,175,0,1200,177576.69,0,1408978.4
Chickpea_BarisalDIV_Suitability_Chickpea_ADVAR,175,0,1200,177576.69,0,1408978.4
Chickpea_BarisalDIV_Suitability_Chickpea_BBFIB,1125,250,0,1277319.4,309235.88,0
Chickpea_BarisalDIV_Suitability_Chickpea_FRT,175,0,1200,177576.69,0,1408978.4
Chickpea_BarisalDIV_Suitability_Chickpea_INSUR,0,0,1375,0,0,1586555.4
Chickpea_BarisalDIV_Suitability_Chickpea_LASLV,175,0,1200,177576.69,0,1408978.4
Chickpea_BarisalDIV_Suitability_Chickpea_MICIR,1125,0,250,1277319.4,0,309235.88
Chickpea_BarisalDIV_Suitability_Chickpea_MULCH,175,0,1200,177576.69,0,1408978.4
Chickpea_BarisalDIV_Suitability_Chickpea_PNMHT,1125,0,250,1277319.4,0,309235.88
Chickpea_BarisalDIV_Suitability_Chickpea_PNMLT,175,0,1200,177576.69,0,1408978.4
Chickpea_BarisalDIV_Suitability_Chickpea_PWMGT,1125,0,250,1277319.4,0,309235.88
Chickpea_BarisalDIV_Suitability_Chickpea_WEAGA,0,0,1375,0,0,1586555.4
Chickpea_BarisalDIV_Suitability_Chickpea_WHSRC,425,0,950,486812.56,0,1099742.6
Chickpea_BarisalDIV_Suitability_Chickpea_ZTILL,175,0,1200,177576.69,0,1408978.4
Chickpea_Bhutan_Suitability_Chickpea_ADPTI,0,0,250,0,0,35795.027
Chickpea_Bhutan_Suitability_Chickpea_ADVAR,25,0,225,578.6779,0,35216.348
Chickpea_Bhutan_Suitability_Chickpea_BBFIB,250,0,0,35795.027,0,0
Chickpea_Bhutan_Suitability_Chickpea_FRT,25,0,225,578.6779,0,35216.348
Chickpea_Bhutan_Suitability_Chickpea_INSUR,0,0,250,0,0,35795.027
Chickpea_Bhutan_Suitability_Chickpea_LASLV,25,0,225,578.6779,0,35216.348
Chickpea_Bhutan_Suitability_Chickpea_MICIR,250,0,0,35795.027,0,0
Chickpea_Bhutan_Suitability_Chickpea_MULCH,250,0,0,35795.027,0,0
Chickpea_Bhutan_Suitability_Chickpea_PNMHT,250,0,0,35795.027,0,0
Chickpea_Bhutan_Suitability_Chickpea_PNMLT,25,0,225,578.6779,0,35216.348
Chickpea_Bhutan_Suitability_Chickpea_PWMGT,250,0,0,35795.027,0,0
Chickpea_Bhutan_Suitability_Chickpea_WEAGA,0,0,250,0,0,35795.027
Chickpea_Bhutan_Suitability_Chickpea_WHSRC,25,0,225,578.6779,0,35216.348
Chickpea_Bhutan_Suitability_Chickpea_ZTILL,0,0,250,0,0,35795.027
Chickpea_ChittagongDIV_Suitability_Chickpea_ADPTI,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_ADVAR,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_BBFIB,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_FRT,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_INSUR,0,0,325,0,0,283471.38
Chickpea_ChittagongDIV_Suitability_Chickpea_LASLV,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_MICIR,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_MULCH,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_PNMHT,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_PNMLT,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_PWMGT,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_WEAGA,0,0,325,0,0,283471.38
Chickpea_ChittagongDIV_Suitability_Chickpea_WHSRC,325,0,0,283471.38,0,0
Chickpea_ChittagongDIV_Suitability_Chickpea_ZTILL,325,0,0,283471.38,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_DAYKUNDI_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_DhakaDIV_Suitability_Chickpea_ADPTI,0,50,3675,0,57779.484,4872491
Chickpea_DhakaDIV_Suitability_Chickpea_ADVAR,0,0,3725,0,0,4930270
Chickpea_DhakaDIV_Suitability_Chickpea_BBFIB,1175,2550,0,1432935.2,3497335,0
Chickpea_DhakaDIV_Suitability_Chickpea_FRT,0,0,3725,0,0,4930270
Chickpea_DhakaDIV_Suitability_Chickpea_INSUR,0,0,3725,0,0,4930270
Chickpea_DhakaDIV_Suitability_Chickpea_LASLV,0,50,3675,0,57779.484,4872491
Chickpea_DhakaDIV_Suitability_Chickpea_MICIR,1175,0,2550,1432935.2,0,3497335
Chickpea_DhakaDIV_Suitability_Chickpea_MULCH,425,50,3250,578387.75,57779.484,4294102.5
Chickpea_DhakaDIV_Suitability_Chickpea_PNMHT,1175,0,2550,1432935.2,0,3497335
Chickpea_DhakaDIV_Suitability_Chickpea_PNMLT,0,0,3725,0,0,4930270
Chickpea_DhakaDIV_Suitability_Chickpea_PWMGT,1175,0,2550,1432935.2,0,3497335
Chickpea_DhakaDIV_Suitability_Chickpea_WEAGA,0,0,3725,0,0,4930270
Chickpea_DhakaDIV_Suitability_Chickpea_WHSRC,2550,50,1125,3497335,57779.484,1375156
Chickpea_DhakaDIV_Suitability_Chickpea_ZTILL,0,0,3725,0,0,4930270
Chickpea_FARAH_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_FARAH_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_FARYAB_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_GandakiDIV_Suitability_Chickpea_ADPTI,50,0,1525,3047.374,0,251437.12
Chickpea_GandakiDIV_Suitability_Chickpea_ADVAR,925,0,650,143767.7,0,110716.79
Chickpea_GandakiDIV_Suitability_Chickpea_BBFIB,1575,0,0,254484.5,0,0
Chickpea_GandakiDIV_Suitability_Chickpea_FRT,950,0,625,145541.9,0,108942.6
Chickpea_GandakiDIV_Suitability_Chickpea_INSUR,50,0,1525,3047.374,0,251437.12
Chickpea_GandakiDIV_Suitability_Chickpea_LASLV,950,0,625,145541.9,0,108942.6
Chickpea_GandakiDIV_Suitability_Chickpea_MICIR,1575,0,0,254484.5,0,0
Chickpea_GandakiDIV_Suitability_Chickpea_MULCH,1575,0,0,254484.5,0,0
Chickpea_GandakiDIV_Suitability_Chickpea_PNMHT,1575,0,0,254484.5,0,0
Chickpea_GandakiDIV_Suitability_Chickpea_PNMLT,950,0,625,145541.9,0,108942.6
Chickpea_GandakiDIV_Suitability_Chickpea_PWMGT,1575,0,0,254484.5,0,0
Chickpea_GandakiDIV_Suitability_Chickpea_WEAGA,50,0,1525,3047.374,0,251437.12
Chickpea_GandakiDIV_Suitability_Chickpea_WHSRC,950,0,625,145541.9,0,108942.6
Chickpea_GandakiDIV_Suitability_Chickpea_ZTILL,50,0,1525,3047.374,0,251437.12
Chickpea_GHAZNI_Suitability_Chickpea_ADPTI,0,0,75,0,0,1338.1438
Chickpea_GHAZNI_Suitability_Chickpea_ADVAR,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_BBFIB,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_FRT,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_INSUR,0,0,75,0,0,1338.1438
Chickpea_GHAZNI_Suitability_Chickpea_LASLV,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_MICIR,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_MULCH,0,0,75,0,0,1338.1438
Chickpea_GHAZNI_Suitability_Chickpea_PNMHT,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_PNMLT,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_PWMGT,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_WEAGA,0,0,75,0,0,1338.1438
Chickpea_GHAZNI_Suitability_Chickpea_WHSRC,75,0,0,1338.1438,0,0
Chickpea_GHAZNI_Suitability_Chickpea_ZTILL,0,0,75,0,0,1338.1438
Chickpea_GHOR_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_GHOR_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_HILMAND_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_HIRAT_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_India_Suitability_Chickpea_ADPTI,21050,62300,1309900,12107069,31236084,636046800
Chickpea_India_Suitability_Chickpea_ADVAR,92825,375,1300050,35018770,86914.21,644284200
Chickpea_India_Suitability_Chickpea_BBFIB,915550,400475,77225,329085860,292334460,57969576
Chickpea_India_Suitability_Chickpea_FRT,92825,525,1299900,35018770,110768.87,644260350
Chickpea_India_Suitability_Chickpea_INSUR,350,400,1392500,107041.99,88326.82,679194500
Chickpea_India_Suitability_Chickpea_LASLV,92825,57225,1243200,35018770,29122358,615248800
Chickpea_India_Suitability_Chickpea_MICIR,931550,25,461675,335227200,2807.1326,344159870
Chickpea_India_Suitability_Chickpea_MULCH,422525,36250,934475,310262180,17630304,351497380
Chickpea_India_Suitability_Chickpea_PNMHT,931550,25,461675,335227200,2807.1326,344159870
Chickpea_India_Suitability_Chickpea_PNMLT,92825,650,1299775,35018770,117215.24,644253900
Chickpea_India_Suitability_Chickpea_PWMGT,931550,25,461675,335227200,2807.1326,344159870
Chickpea_India_Suitability_Chickpea_WEAGA,350,400,1392500,107041.99,88326.82,679194500
Chickpea_India_Suitability_Chickpea_WHSRC,554525,43850,794875,379181440,20050192,280158270
Chickpea_India_Suitability_Chickpea_ZTILL,21050,700,1371500,12107069,153118.88,667129660
Chickpea_JAWZJAN_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_PNMLT,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_PWMGT,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_WEAGA,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_WHSRC,0,0,0,0,0,0
Chickpea_JAWZJAN_Suitability_Chickpea_ZTILL,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_ADPTI,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_ADVAR,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_BBFIB,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_FRT,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_INSUR,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_LASLV,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_MICIR,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_MULCH,0,0,0,0,0,0
Chickpea_KABUL_Suitability_Chickpea_PNMHT,0,0,0,0,0,0
